fc_id,sku_id,on_hand_qty,committed_qty,available_qty,reorder_point,max_stock_level,last_updated
FC_NJ05,SKU001832,641,182,459,112,1120,2025-07-26
FC_NJ05,SKU001439,1616,498,1118,210,2100,2025-07-25
FC_NJ05,SKU001542,845,219,626,140,1400,2025-07-23
FC_NJ05,SKU001302,637,181,456,112,1120,2025-07-26
FC_NJ05,SKU000245,875,249,626,140,1400,2025-07-24
FC_NJ05,SKU000683,523,146,377,84,840,2025-07-25
FC_NJ05,SKU001334,255,71,184,56,560,2025-07-25
FC_NJ05,SKU000242,259,91,168,56,560,2025-07-26
FC_NJ05,SKU000681,1477,482,995,210,2100,2025-07-27
FC_NJ05,SKU001313,1576,509,1067,210,2100,2025-07-25
FC_NJ05,SKU001225,617,193,424,112,1120,2025-07-26
FC_NJ05,SKU000857,1554,481,1073,210,2100,2025-07-23
FC_NJ05,SKU001266,605,174,431,112,1120,2025-07-26
FC_NJ05,SKU001568,857,249,608,140,1400,2025-07-22
FC_NJ05,SKU000126,1593,484,1109,210,2100,2025-07-25
FC_NJ05,SKU000536,1624,545,1079,210,2100,2025-07-24
FC_NJ05,SKU001960,656,187,469,112,1120,2025-07-23
FC_NJ05,SKU000075,1617,485,1132,210,2100,2025-07-25
FC_NJ05,SKU001779,1639,508,1131,210,2100,2025-07-21
FC_NJ05,SKU000417,228,58,170,56,560,2025-07-22
FC_NJ05,SKU000442,230,72,158,56,560,2025-07-22
FC_NJ05,SKU001375,1529,445,1084,210,2100,2025-07-25
FC_NJ05,SKU000602,242,75,167,56,560,2025-07-27
FC_NJ05,SKU000981,575,160,415,84,840,2025-07-25
FC_NJ05,SKU000361,577,196,381,112,1120,2025-07-25
FC_NJ05,SKU000661,255,71,184,56,560,2025-07-22
FC_NJ05,SKU001201,582,187,395,112,1120,2025-07-24
FC_NJ05,SKU000020,548,186,362,84,840,2025-07-21
FC_NJ05,SKU001603,226,66,160,56,560,2025-07-26
FC_NJ05,SKU000817,1582,474,1108,210,2100,2025-07-22
FC_NJ05,SKU000229,258,79,179,56,560,2025-07-26
FC_NJ05,SKU001940,1602,503,1099,210,2100,2025-07-27
FC_NJ05,SKU001330,841,253,588,140,1400,2025-07-26
FC_NJ05,SKU000589,578,179,399,112,1120,2025-07-24
FC_NJ05,SKU000622,1611,496,1115,210,2100,2025-07-26
FC_NJ05,SKU000279,1510,430,1080,210,2100,2025-07-27
FC_NJ05,SKU001649,675,211,464,112,1120,2025-07-22
FC_NJ05,SKU000699,246,77,169,56,560,2025-07-24
FC_NJ05,SKU000639,556,150,406,84,840,2025-07-25
FC_NJ05,SKU000147,260,55,205,56,560,2025-07-24
FC_NJ05,SKU001006,623,190,433,112,1120,2025-07-24
FC_NJ05,SKU001062,259,83,176,56,560,2025-07-23
FC_NJ05,SKU001316,1623,514,1109,210,2100,2025-07-23
FC_NJ05,SKU000218,1528,436,1092,210,2100,2025-07-24
FC_NJ05,SKU000549,557,185,372,84,840,2025-07-22
FC_NJ05,SKU001143,218,72,146,56,560,2025-07-21
FC_NJ05,SKU000641,629,175,454,112,1120,2025-07-22
FC_NJ05,SKU001161,647,211,436,112,1120,2025-07-21
FC_NJ05,SKU000527,267,78,189,56,560,2025-07-21
FC_NJ05,SKU001221,581,188,393,112,1120,2025-07-23
FC_NJ05,SKU001984,544,173,371,84,840,2025-07-27
FC_NJ05,SKU001920,852,269,583,140,1400,2025-07-27
FC_NJ05,SKU000770,843,255,588,140,1400,2025-07-23
FC_NJ05,SKU001666,1623,489,1134,210,2100,2025-07-22
FC_NJ05,SKU000803,620,186,434,112,1120,2025-07-24
FC_NJ05,SKU000866,592,172,420,112,1120,2025-07-27
FC_NJ05,SKU001726,1542,455,1087,210,2100,2025-07-21
FC_NJ05,SKU001328,634,204,430,112,1120,2025-07-24
FC_NJ05,SKU001914,807,231,576,140,1400,2025-07-21
FC_NJ05,SKU000013,655,179,476,112,1120,2025-07-21
FC_NJ05,SKU001656,869,273,596,140,1400,2025-07-22
FC_NJ05,SKU001395,591,189,402,112,1120,2025-07-22
FC_NJ05,SKU001042,598,171,427,112,1120,2025-07-22
FC_NJ05,SKU000110,923,268,655,140,1400,2025-07-21
FC_NJ05,SKU000165,236,62,174,56,560,2025-07-21
FC_NJ05,SKU000533,259,87,172,56,560,2025-07-26
FC_NJ05,SKU001340,806,247,559,140,1400,2025-07-24
FC_NJ05,SKU000814,1622,433,1189,210,2100,2025-07-26
FC_NJ05,SKU001870,260,88,172,56,560,2025-07-24
FC_NJ05,SKU001469,1625,486,1139,210,2100,2025-07-27
FC_NJ05,SKU000922,263,63,200,56,560,2025-07-22
FC_NJ05,SKU000970,1533,522,1011,210,2100,2025-07-24
FC_NJ05,SKU001018,506,141,365,84,840,2025-07-26
FC_NJ05,SKU001987,260,95,165,56,560,2025-07-27
FC_NJ05,SKU000805,856,267,589,140,1400,2025-07-26
FC_NJ05,SKU000625,1568,479,1089,210,2100,2025-07-22
FC_NJ05,SKU000329,565,169,396,84,840,2025-07-24
FC_NJ05,SKU001642,850,247,603,140,1400,2025-07-22
FC_NJ05,SKU000360,241,69,172,56,560,2025-07-23
FC_NJ05,SKU001273,548,168,380,84,840,2025-07-27
FC_NJ05,SKU001613,650,186,464,112,1120,2025-07-21
FC_NJ05,SKU001489,275,102,173,56,560,2025-07-23
FC_NJ05,SKU000025,524,142,382,84,840,2025-07-21
FC_NJ05,SKU001275,252,84,168,56,560,2025-07-23
FC_NJ05,SKU000078,260,78,182,56,560,2025-07-24
FC_NJ05,SKU000630,1613,496,1117,210,2100,2025-07-24
FC_NJ05,SKU000713,815,228,587,140,1400,2025-07-27
FC_NJ05,SKU000638,846,266,580,140,1400,2025-07-22
FC_NJ05,SKU000634,1654,492,1162,210,2100,2025-07-24
FC_NJ05,SKU000122,832,239,593,140,1400,2025-07-26
FC_NJ05,SKU001077,250,69,181,56,560,2025-07-21
FC_NJ05,SKU001876,505,156,349,84,840,2025-07-27
FC_NJ05,SKU000562,851,254,597,140,1400,2025-07-21
FC_NJ05,SKU001257,1603,465,1138,210,2100,2025-07-27
FC_NJ05,SKU001336,606,169,437,112,1120,2025-07-21
FC_NJ05,SKU001133,664,185,479,112,1120,2025-07-23
FC_NJ05,SKU001149,556,153,403,84,840,2025-07-26
FC_NJ05,SKU001240,1555,466,1089,210,2100,2025-07-27
FC_NJ05,SKU001416,1578,490,1088,210,2100,2025-07-25
FC_NJ05,SKU000246,849,283,566,140,1400,2025-07-26
FC_NJ05,SKU000176,576,182,394,112,1120,2025-07-24
FC_NJ05,SKU001571,1593,452,1141,210,2100,2025-07-23
FC_NJ05,SKU001897,256,85,171,56,560,2025-07-25
FC_NJ05,SKU001219,604,182,422,112,1120,2025-07-24
FC_NJ05,SKU000477,519,165,354,84,840,2025-07-22
FC_NJ05,SKU000232,597,190,407,112,1120,2025-07-25
FC_NJ05,SKU001752,253,90,163,56,560,2025-07-24
FC_NJ05,SKU001567,649,197,452,112,1120,2025-07-23
FC_NJ05,SKU000839,245,65,180,56,560,2025-07-24
FC_NJ05,SKU000498,265,76,189,56,560,2025-07-26
FC_NJ05,SKU000033,1594,459,1135,210,2100,2025-07-21
FC_NJ05,SKU001502,562,150,412,84,840,2025-07-23
FC_NJ05,SKU000047,1547,448,1099,210,2100,2025-07-25
FC_NJ05,SKU000273,243,78,165,56,560,2025-07-22
FC_NJ05,SKU001008,566,167,399,84,840,2025-07-24
FC_NJ05,SKU001801,880,256,624,140,1400,2025-07-24
FC_NJ05,SKU001237,544,153,391,84,840,2025-07-25
FC_NJ05,SKU000011,554,169,385,84,840,2025-07-25
FC_NJ05,SKU001859,570,161,409,84,840,2025-07-26
FC_NJ05,SKU001576,798,260,538,140,1400,2025-07-22
FC_NJ05,SKU000964,1641,494,1147,210,2100,2025-07-21
FC_NJ05,SKU000753,846,254,592,140,1400,2025-07-26
FC_NJ05,SKU001407,820,240,580,140,1400,2025-07-23
FC_NJ05,SKU001623,614,194,420,112,1120,2025-07-27
FC_NJ05,SKU000453,1599,503,1096,210,2100,2025-07-26
FC_NJ05,SKU000918,578,171,407,112,1120,2025-07-22
FC_NJ05,SKU000257,593,189,404,112,1120,2025-07-22
FC_NJ05,SKU001866,1590,461,1129,210,2100,2025-07-23
FC_NJ05,SKU000837,824,254,570,140,1400,2025-07-22
FC_NJ05,SKU000128,651,185,466,112,1120,2025-07-27
FC_NJ05,SKU000797,1591,463,1128,210,2100,2025-07-26
FC_NJ05,SKU000264,823,253,570,140,1400,2025-07-21
FC_NJ05,SKU000350,863,256,607,140,1400,2025-07-27
FC_NJ05,SKU001501,1626,486,1140,210,2100,2025-07-25
FC_NJ05,SKU000027,636,164,472,112,1120,2025-07-23
FC_NJ05,SKU001278,518,141,377,84,840,2025-07-23
FC_NJ05,SKU001306,624,178,446,112,1120,2025-07-24
FC_NJ05,SKU000480,1594,463,1131,210,2100,2025-07-24
FC_NJ05,SKU001968,571,175,396,84,840,2025-07-25
FC_NJ05,SKU001764,1438,437,1001,210,2100,2025-07-23
FC_NJ05,SKU000351,552,175,377,84,840,2025-07-26
FC_NJ05,SKU001203,605,207,398,112,1120,2025-07-25
FC_NJ05,SKU001100,610,183,427,112,1120,2025-07-21
FC_NJ05,SKU001289,607,210,397,112,1120,2025-07-27
FC_NJ05,SKU000812,836,253,583,140,1400,2025-07-23
FC_NJ05,SKU000166,596,184,412,112,1120,2025-07-27
FC_NJ05,SKU000738,246,66,180,56,560,2025-07-21
FC_NJ05,SKU001641,530,157,373,84,840,2025-07-23
FC_NJ05,SKU001572,819,223,596,140,1400,2025-07-27
FC_NJ05,SKU001536,240,72,168,56,560,2025-07-24
FC_NJ05,SKU001698,873,259,614,140,1400,2025-07-25
FC_NJ05,SKU001222,276,78,198,56,560,2025-07-27
FC_NJ05,SKU001367,511,154,357,84,840,2025-07-21
FC_NJ05,SKU000194,588,175,413,112,1120,2025-07-22
FC_NJ05,SKU000089,241,61,180,56,560,2025-07-27
FC_NJ05,SKU000943,532,158,374,84,840,2025-07-24
FC_NJ05,SKU001060,1601,501,1100,210,2100,2025-07-24
FC_NJ05,SKU001086,607,173,434,112,1120,2025-07-21
FC_NJ05,SKU001789,250,91,159,56,560,2025-07-22
FC_NJ05,SKU001063,879,244,635,140,1400,2025-07-26
FC_NJ05,SKU001638,244,67,177,56,560,2025-07-27
FC_NJ05,SKU001961,552,168,384,84,840,2025-07-23
FC_NJ05,SKU001633,531,157,374,84,840,2025-07-26
FC_NJ05,SKU001554,866,246,620,140,1400,2025-07-22
FC_NJ05,SKU000657,646,201,445,112,1120,2025-07-25
FC_NJ05,SKU001159,586,156,430,84,840,2025-07-27
FC_NJ05,SKU000101,636,220,416,112,1120,2025-07-24
FC_NJ05,SKU001365,1522,434,1088,210,2100,2025-07-24
FC_NJ05,SKU001929,530,155,375,84,840,2025-07-22
FC_NJ05,SKU001021,531,162,369,84,840,2025-07-24
FC_NJ05,SKU001614,870,243,627,140,1400,2025-07-26
FC_NJ05,SKU001708,869,280,589,140,1400,2025-07-21
FC_NJ05,SKU001023,864,241,623,140,1400,2025-07-24
FC_NJ05,SKU001510,274,84,190,56,560,2025-07-24
FC_NJ05,SKU000880,547,166,381,84,840,2025-07-26
FC_NJ05,SKU000775,544,149,395,84,840,2025-07-24
FC_NJ05,SKU001545,557,166,391,84,840,2025-07-21
FC_NJ05,SKU001950,847,235,612,140,1400,2025-07-25
FC_NJ05,SKU000656,1493,420,1073,210,2100,2025-07-23
FC_NJ05,SKU000061,599,192,407,112,1120,2025-07-26
FC_NJ05,SKU001433,254,81,173,56,560,2025-07-23
FC_NJ05,SKU000540,879,256,623,140,1400,2025-07-25
FC_NJ05,SKU001271,841,284,557,140,1400,2025-07-21
FC_NJ05,SKU001383,262,75,187,56,560,2025-07-26
FC_NJ05,SKU001061,575,202,373,84,840,2025-07-21
FC_NJ05,SKU001189,599,165,434,112,1120,2025-07-27
FC_NJ05,SKU000876,799,223,576,140,1400,2025-07-22
FC_NJ05,SKU000002,544,159,385,84,840,2025-07-24
FC_NJ05,SKU000843,1592,486,1106,210,2100,2025-07-27
FC_NJ05,SKU001415,214,66,148,56,560,2025-07-22
FC_NJ05,SKU001332,270,91,179,56,560,2025-07-21
FC_NJ05,SKU000781,1545,457,1088,210,2100,2025-07-21
FC_NJ05,SKU001173,538,165,373,84,840,2025-07-21
FC_NJ05,SKU000410,564,158,406,84,840,2025-07-23
FC_NJ05,SKU000815,863,262,601,140,1400,2025-07-26
FC_NJ05,SKU000845,526,161,365,84,840,2025-07-27
FC_NJ05,SKU000818,576,175,401,112,1120,2025-07-21
FC_NJ05,SKU001312,823,243,580,140,1400,2025-07-26
FC_NJ05,SKU001750,1513,453,1060,210,2100,2025-07-26
FC_NJ05,SKU000431,852,264,588,140,1400,2025-07-27
FC_NJ05,SKU001662,1621,487,1134,210,2100,2025-07-22
FC_NJ05,SKU001539,650,183,467,112,1120,2025-07-24
FC_NJ05,SKU000854,1589,528,1061,210,2100,2025-07-26
FC_NJ05,SKU000827,569,193,376,84,840,2025-07-24
FC_NJ05,SKU001646,523,161,362,84,840,2025-07-24
FC_NJ05,SKU000925,238,64,174,56,560,2025-07-23
FC_NJ05,SKU001117,591,178,413,112,1120,2025-07-21
FC_NJ05,SKU000937,262,81,181,56,560,2025-07-22
FC_NJ05,SKU001422,596,159,437,112,1120,2025-07-22
FC_NJ05,SKU001364,574,196,378,84,840,2025-07-23
FC_NJ05,SKU001206,562,155,407,84,840,2025-07-23
FC_NJ05,SKU001951,1608,442,1166,210,2100,2025-07-22
FC_NJ05,SKU000611,810,261,549,140,1400,2025-07-22
FC_NJ05,SKU001471,834,254,580,140,1400,2025-07-27
FC_NJ05,SKU000495,249,68,181,56,560,2025-07-27
FC_NJ05,SKU001674,832,261,571,140,1400,2025-07-22
FC_NJ05,SKU001544,611,184,427,112,1120,2025-07-25
FC_NJ05,SKU001927,530,148,382,84,840,2025-07-21
FC_NJ05,SKU001243,546,150,396,84,840,2025-07-23
FC_NJ05,SKU000026,648,226,422,112,1120,2025-07-24
FC_NJ05,SKU001411,1580,465,1115,210,2100,2025-07-27
FC_NJ05,SKU001755,1496,425,1071,210,2100,2025-07-23
FC_NJ05,SKU001106,1578,457,1121,210,2100,2025-07-23
FC_NJ05,SKU000333,593,181,412,112,1120,2025-07-22
FC_NJ05,SKU001230,585,157,428,112,1120,2025-07-23
FC_NJ05,SKU001520,577,146,431,84,840,2025-07-23
FC_NJ05,SKU001627,879,248,631,140,1400,2025-07-27
FC_NJ05,SKU000462,1642,475,1167,210,2100,2025-07-22
FC_NJ05,SKU001473,520,132,388,84,840,2025-07-23
FC_NJ05,SKU000106,257,82,175,56,560,2025-07-24
FC_NJ05,SKU001919,859,274,585,140,1400,2025-07-24
FC_NJ05,SKU001405,877,237,640,140,1400,2025-07-22
FC_NJ05,SKU000083,843,250,593,140,1400,2025-07-24
FC_NJ05,SKU000154,603,188,415,112,1120,2025-07-21
FC_NJ05,SKU000230,233,80,153,56,560,2025-07-25
FC_NJ05,SKU001715,881,268,613,140,1400,2025-07-21
FC_NJ05,SKU001148,1561,467,1094,210,2100,2025-07-27
FC_NJ05,SKU001975,778,229,549,140,1400,2025-07-23
FC_NJ05,SKU001505,1600,482,1118,210,2100,2025-07-27
FC_NJ05,SKU000280,501,153,348,84,840,2025-07-27
FC_NJ05,SKU000860,876,287,589,140,1400,2025-07-21
FC_NJ05,SKU001453,554,158,396,84,840,2025-07-24
FC_NJ05,SKU001749,278,84,194,56,560,2025-07-27
FC_NJ05,SKU001899,1609,519,1090,210,2100,2025-07-24
FC_NJ05,SKU000304,870,252,618,140,1400,2025-07-27
FC_NJ05,SKU000928,227,61,166,56,560,2025-07-23
FC_NJ05,SKU001096,854,242,612,140,1400,2025-07-22
FC_NJ05,SKU001436,606,208,398,112,1120,2025-07-23
FC_NJ05,SKU000783,555,177,378,84,840,2025-07-23
FC_NJ05,SKU001385,566,164,402,112,1120,2025-07-22
FC_NJ05,SKU001570,600,190,410,112,1120,2025-07-23
FC_NJ05,SKU001234,609,167,442,112,1120,2025-07-27
FC_NJ05,SKU000673,610,173,437,112,1120,2025-07-24
FC_NJ05,SKU000470,547,147,400,84,840,2025-07-26
FC_NJ05,SKU000714,242,72,170,56,560,2025-07-25
FC_NJ05,SKU001113,859,251,608,140,1400,2025-07-22
FC_NJ05,SKU000716,637,200,437,112,1120,2025-07-27
FC_NJ05,SKU001109,607,181,426,112,1120,2025-07-26
FC_NJ05,SKU001504,255,70,185,56,560,2025-07-21
FC_NJ05,SKU001594,852,271,581,140,1400,2025-07-21
FC_NJ05,SKU001540,856,251,605,140,1400,2025-07-27
FC_NJ05,SKU001935,511,157,354,84,840,2025-07-22
FC_NJ05,SKU000743,1542,476,1066,210,2100,2025-07-27
FC_NJ05,SKU001431,535,174,361,84,840,2025-07-25
FC_NJ05,SKU000430,836,223,613,140,1400,2025-07-23
FC_NJ05,SKU001192,837,219,618,140,1400,2025-07-22
FC_NJ05,SKU001455,634,203,431,112,1120,2025-07-22
FC_NJ05,SKU000299,616,184,432,112,1120,2025-07-23
FC_NJ05,SKU001840,571,183,388,84,840,2025-07-23
FC_NJ05,SKU000646,637,200,437,112,1120,2025-07-26
FC_NJ05,SKU000604,1575,483,1092,210,2100,2025-07-24
FC_NJ05,SKU001055,552,193,359,112,1120,2025-07-23
FC_NJ05,SKU000073,615,168,447,112,1120,2025-07-21
FC_NJ05,SKU001357,656,199,457,112,1120,2025-07-24
FC_NJ05,SKU001959,856,252,604,140,1400,2025-07-25
FC_NJ05,SKU000795,858,247,611,140,1400,2025-07-25
FC_NJ05,SKU001677,215,67,148,56,560,2025-07-24
FC_NJ05,SKU001631,821,224,597,140,1400,2025-07-24
FC_NJ05,SKU001095,875,252,623,140,1400,2025-07-26
FC_NJ05,SKU001345,848,275,573,140,1400,2025-07-22
FC_NJ05,SKU000648,1583,485,1098,210,2100,2025-07-22
FC_NJ05,SKU000251,268,81,187,56,560,2025-07-26
FC_NJ05,SKU001074,240,90,150,56,560,2025-07-21
FC_NJ05,SKU001362,498,148,350,84,840,2025-07-21
FC_NJ05,SKU001555,798,244,554,140,1400,2025-07-24
FC_NJ05,SKU000608,1494,453,1041,210,2100,2025-07-27
FC_NJ05,SKU000171,1580,472,1108,210,2100,2025-07-26
FC_NJ05,SKU001131,848,237,611,140,1400,2025-07-24
FC_NJ05,SKU001402,507,157,350,84,840,2025-07-24
FC_NJ05,SKU000915,266,76,190,56,560,2025-07-23
FC_NJ05,SKU000199,631,170,461,112,1120,2025-07-23
FC_NJ05,SKU001401,540,170,370,84,840,2025-07-25
FC_NJ05,SKU001928,615,168,447,112,1120,2025-07-26
FC_NJ05,SKU001873,246,66,180,56,560,2025-07-23
FC_NJ05,SKU001813,809,235,574,140,1400,2025-07-21
FC_NJ05,SKU000573,1620,484,1136,210,2100,2025-07-23
FC_NJ05,SKU001606,832,236,596,140,1400,2025-07-26
FC_NJ05,SKU000435,1576,423,1153,210,2100,2025-07-24
FC_NJ05,SKU001236,625,175,450,112,1120,2025-07-27
FC_NJ05,SKU001358,1599,499,1100,210,2100,2025-07-25
FC_NJ05,SKU000339,885,245,640,140,1400,2025-07-21
FC_NJ05,SKU001759,628,173,455,112,1120,2025-07-27
FC_NJ05,SKU001902,662,206,456,112,1120,2025-07-23
FC_NJ05,SKU000912,241,72,169,56,560,2025-07-26
FC_NJ05,SKU001634,1604,471,1133,210,2100,2025-07-24
FC_NJ05,SKU000201,582,192,390,84,840,2025-07-23
FC_NJ05,SKU000935,1536,457,1079,210,2100,2025-07-22
FC_NJ05,SKU000907,584,188,396,84,840,2025-07-21
FC_NJ05,SKU001532,549,177,372,84,840,2025-07-21
FC_NJ05,SKU000328,874,280,594,140,1400,2025-07-25
FC_NJ05,SKU000671,1606,486,1120,210,2100,2025-07-21
FC_NJ05,SKU000524,887,287,600,140,1400,2025-07-27
FC_NJ05,SKU001007,536,147,389,84,840,2025-07-23
FC_NJ05,SKU000584,640,198,442,112,1120,2025-07-21
FC_NJ05,SKU000676,1536,465,1071,210,2100,2025-07-26
FC_NJ05,SKU000755,540,185,355,84,840,2025-07-26
FC_NJ05,SKU000924,1628,514,1114,210,2100,2025-07-23
FC_NJ05,SKU000334,799,226,573,140,1400,2025-07-26
FC_NJ05,SKU001610,247,63,184,56,560,2025-07-25
FC_NJ05,SKU001102,244,85,159,56,560,2025-07-26
FC_NJ05,SKU000215,853,241,612,140,1400,2025-07-25
FC_NJ05,SKU000613,252,88,164,56,560,2025-07-27
FC_NJ05,SKU000022,834,232,602,140,1400,2025-07-25
FC_NJ05,SKU000680,1598,475,1123,210,2100,2025-07-27
FC_NJ05,SKU000023,618,160,458,112,1120,2025-07-26
FC_NJ05,SKU001823,240,66,174,56,560,2025-07-26
FC_NJ05,SKU001188,804,224,580,140,1400,2025-07-22
FC_NJ05,SKU001044,546,163,383,84,840,2025-07-24
FC_NJ05,SKU000559,595,187,408,84,840,2025-07-26
FC_NJ05,SKU001777,568,148,420,84,840,2025-07-23
FC_NJ05,SKU001999,248,90,158,56,560,2025-07-23
FC_NJ05,SKU001391,536,179,357,84,840,2025-07-23
FC_NJ05,SKU001141,1679,534,1145,210,2100,2025-07-25
FC_NJ05,SKU000747,1548,485,1063,210,2100,2025-07-23
FC_NJ05,SKU000574,1510,459,1051,210,2100,2025-07-27
FC_NJ05,SKU000149,605,182,423,112,1120,2025-07-23
FC_NJ05,SKU001255,877,296,581,140,1400,2025-07-27
FC_NJ05,SKU000489,1623,493,1130,210,2100,2025-07-21
FC_NJ05,SKU001190,241,62,179,56,560,2025-07-23
FC_NJ05,SKU000009,552,162,390,84,840,2025-07-23
FC_NJ05,SKU000658,1564,462,1102,210,2100,2025-07-27
FC_NJ05,SKU001516,839,230,609,140,1400,2025-07-24
FC_NJ05,SKU000243,601,163,438,112,1120,2025-07-21
FC_NJ05,SKU001386,569,166,403,84,840,2025-07-24
FC_NJ05,SKU000855,639,224,415,112,1120,2025-07-26
FC_NJ05,SKU001783,851,246,605,140,1400,2025-07-24
FC_NJ05,SKU001508,851,240,611,140,1400,2025-07-26
FC_NJ05,SKU001408,1596,464,1132,210,2100,2025-07-25
FC_NJ05,SKU001900,542,165,377,84,840,2025-07-22
FC_NJ05,SKU000534,534,156,378,84,840,2025-07-23
FC_NJ05,SKU000920,264,77,187,56,560,2025-07-26
FC_NJ05,SKU000631,601,188,413,112,1120,2025-07-27
FC_NJ05,SKU001417,1520,460,1060,210,2100,2025-07-22
FC_NJ05,SKU000873,584,164,420,112,1120,2025-07-22
FC_NJ05,SKU000337,250,71,179,56,560,2025-07-21
FC_NJ05,SKU000834,603,179,424,112,1120,2025-07-26
FC_NJ05,SKU001265,835,224,611,140,1400,2025-07-25
FC_NJ05,SKU001943,1586,499,1087,210,2100,2025-07-22
FC_NJ05,SKU001499,1558,432,1126,210,2100,2025-07-24
FC_NJ05,SKU001712,615,210,405,112,1120,2025-07-27
FC_NJ05,SKU000405,1593,470,1123,210,2100,2025-07-21
FC_NJ05,SKU001702,671,203,468,112,1120,2025-07-27
FC_NJ05,SKU001318,491,150,341,84,840,2025-07-25
FC_NJ05,SKU001910,1535,454,1081,210,2100,2025-07-22
FC_NJ05,SKU000040,270,86,184,56,560,2025-07-22
FC_NJ05,SKU000610,217,83,134,56,560,2025-07-24
FC_NJ05,SKU000391,1549,509,1040,210,2100,2025-07-22
FC_NJ05,SKU001209,261,76,185,56,560,2025-07-26
FC_NJ05,SKU000060,551,178,373,84,840,2025-07-24
FC_NJ05,SKU000823,851,255,596,140,1400,2025-07-26
FC_NJ05,SKU001290,231,65,166,56,560,2025-07-22
FC_NJ05,SKU000980,254,87,167,56,560,2025-07-26
FC_NJ05,SKU000341,571,162,409,112,1120,2025-07-23
FC_NJ05,SKU000271,605,205,400,112,1120,2025-07-26
FC_NJ05,SKU000986,1562,462,1100,210,2100,2025-07-22
FC_NJ05,SKU001849,247,71,176,56,560,2025-07-21
FC_NJ05,SKU001014,270,75,195,56,560,2025-07-21
FC_NJ05,SKU000290,551,178,373,84,840,2025-07-26
FC_NJ05,SKU000096,1590,457,1133,210,2100,2025-07-21
FC_NJ05,SKU001424,1489,422,1067,210,2100,2025-07-21
FC_NJ05,SKU001325,591,191,400,112,1120,2025-07-22
FC_NJ05,SKU000092,830,230,600,140,1400,2025-07-26
FC_NJ05,SKU001309,233,72,161,56,560,2025-07-24
FC_NJ05,SKU001449,1537,463,1074,210,2100,2025-07-25
FC_NJ05,SKU001146,238,72,166,56,560,2025-07-25
FC_NJ05,SKU000886,267,73,194,56,560,2025-07-25
FC_NJ05,SKU000569,567,146,421,84,840,2025-07-26
FC_NJ05,SKU000447,1576,479,1097,210,2100,2025-07-26
FC_NJ05,SKU001057,567,186,381,84,840,2025-07-24
FC_NJ05,SKU001472,799,258,541,140,1400,2025-07-26
FC_NJ05,SKU001678,246,82,164,56,560,2025-07-24
FC_NJ05,SKU000103,876,274,602,140,1400,2025-07-25
FC_NJ05,SKU001734,600,180,420,112,1120,2025-07-22
FC_NJ05,SKU000733,538,160,378,84,840,2025-07-21
FC_NJ05,SKU000956,891,255,636,140,1400,2025-07-26
FC_NJ05,SKU001228,561,165,396,84,840,2025-07-26
FC_NJ05,SKU001887,281,80,201,56,560,2025-07-24
FC_NJ05,SKU000993,614,205,409,112,1120,2025-07-24
FC_NJ05,SKU000838,881,260,621,140,1400,2025-07-24
FC_NJ05,SKU000148,1583,506,1077,210,2100,2025-07-27
FC_NJ05,SKU001696,244,66,178,56,560,2025-07-27
FC_NJ05,SKU000890,787,242,545,140,1400,2025-07-21
FC_NJ05,SKU001892,249,65,184,56,560,2025-07-26
FC_NJ05,SKU001686,656,196,460,112,1120,2025-07-22
FC_NJ05,SKU001587,241,84,157,56,560,2025-07-25
FC_NJ05,SKU001604,260,70,190,56,560,2025-07-26
FC_NJ05,SKU001655,590,179,411,112,1120,2025-07-26
FC_NJ05,SKU000627,532,151,381,84,840,2025-07-27
FC_NJ05,SKU000059,543,177,366,84,840,2025-07-27
FC_NJ05,SKU001506,633,192,441,112,1120,2025-07-21
FC_NJ05,SKU000998,808,258,550,140,1400,2025-07-23
FC_NJ05,SKU001931,475,132,343,84,840,2025-07-21
FC_NJ05,SKU000545,614,166,448,112,1120,2025-07-23
FC_NJ05,SKU000068,1544,454,1090,210,2100,2025-07-24
FC_NJ05,SKU001639,1547,415,1132,210,2100,2025-07-27
FC_NJ05,SKU000108,1636,534,1102,210,2100,2025-07-22
FC_NJ05,SKU001645,862,272,590,140,1400,2025-07-23
FC_NJ05,SKU001207,884,247,637,140,1400,2025-07-21
FC_NJ05,SKU001621,243,77,166,56,560,2025-07-21
FC_NJ05,SKU000233,609,166,443,112,1120,2025-07-27
FC_NJ05,SKU001111,862,255,607,140,1400,2025-07-23
FC_NJ05,SKU001084,537,177,360,84,840,2025-07-23
FC_NJ05,SKU001585,1619,450,1169,210,2100,2025-07-24
FC_NJ05,SKU000526,232,68,164,56,560,2025-07-22
FC_NJ05,SKU000445,864,270,594,140,1400,2025-07-27
FC_NJ05,SKU000499,637,183,454,112,1120,2025-07-26
FC_NJ05,SKU001978,873,276,597,140,1400,2025-07-22
FC_NJ05,SKU000484,849,249,600,140,1400,2025-07-24
FC_NJ05,SKU001015,237,76,161,56,560,2025-07-24
FC_NJ05,SKU000824,1548,497,1051,210,2100,2025-07-21
FC_NJ05,SKU000292,565,188,377,84,840,2025-07-23
FC_NJ05,SKU000806,557,172,385,84,840,2025-07-23
FC_NJ05,SKU000298,654,211,443,112,1120,2025-07-21
FC_NJ05,SKU000705,223,71,152,56,560,2025-07-23
FC_NJ05,SKU001258,640,166,474,112,1120,2025-07-27
