customer_id,registration_date,customer_type,city,state,zip_code,customer_segment,total_orders
C003969,2024-06-03,individual,New Lindaland,TX,08815,medium_frequency,2
C003970,2024-02-18,individual,East Matthew,GA,68931,medium_frequency,2
C003971,2024-12-20,individual,South Vickie,CA,99763,low_frequency,0
C003972,2024-07-12,individual,Anthonyfurt,IL,99690,medium_frequency,2
C003973,2024-12-20,business,Garciahaven,OH,53252,low_frequency,0
C003974,2024-07-30,individual,East James,IL,84057,high_frequency,1
C003975,2024-02-25,business,Ayalaland,FL,98103,low_frequency,1
C003976,2024-09-19,individual,Port Diane,FL,65299,high_frequency,0
C003977,2024-02-04,individual,Hughesstad,GA,26599,high_frequency,1
C003978,2024-12-02,individual,North Shawntown,IL,75335,medium_frequency,0
C003979,2024-04-28,individual,Andrestad,IL,85529,medium_frequency,0
C003980,2024-12-21,individual,Roberttown,OH,41810,low_frequency,0
C003981,2024-10-27,individual,Millerville,MI,78442,medium_frequency,1
C003982,2024-12-04,individual,New Derekfort,FL,73060,low_frequency,1
C003983,2024-05-29,individual,Davidton,CA,84135,medium_frequency,1
C003984,2024-12-27,individual,Johnside,PA,56290,seasonal,0
C003985,2022-10-02,individual,Benjaminville,IL,07698,low_frequency,4
C003986,2024-12-17,individual,Elizabethberg,CA,91714,medium_frequency,0
C003987,2022-01-01,individual,Lisaberg,CA,37288,low_frequency,7
C003988,2024-09-08,wholesale,Melissaland,NY,70095,medium_frequency,3
C003989,2023-07-12,individual,Charlesport,IL,97314,high_frequency,3
C003990,2024-08-13,business,Richardtown,NY,37876,medium_frequency,1
C003991,2022-01-01,individual,Jackland,NC,18513,low_frequency,5
C003992,2023-11-01,individual,West Danielview,PA,44250,high_frequency,1
C003993,2024-07-13,individual,Pamelaburgh,NC,76052,high_frequency,2
C003994,2022-01-01,individual,New Lauren,NC,30846,low_frequency,2
C003995,2024-09-18,individual,West Larryside,IL,99439,low_frequency,1
C003996,2024-06-01,individual,Port Jennifershire,NY,91003,medium_frequency,2
C003997,2024-05-09,individual,Rebeccaport,TX,13665,high_frequency,1
C003998,2024-02-16,individual,Goodwinton,NC,41381,medium_frequency,2
C003999,2024-05-04,individual,Davismouth,OH,35765,seasonal,1
C004000,2024-11-28,individual,East Caseyshire,IL,01026,seasonal,0
C004001,2024-11-30,individual,South Bradstad,TX,53714,medium_frequency,0
C004002,2024-09-03,individual,West Erikside,OH,32951,medium_frequency,0
C004003,2023-07-15,individual,West Garyshire,TX,92342,medium_frequency,1
C004004,2024-12-03,individual,Lake Lisafort,PA,29129,seasonal,0
C004005,2023-06-18,business,East Joann,GA,89950,low_frequency,3
C004006,2024-10-09,individual,South Adam,PA,69048,seasonal,0
C004007,2024-06-06,individual,Barbaraborough,FL,65073,medium_frequency,1
C004008,2023-05-31,individual,North Russell,TX,80881,medium_frequency,2
C004009,2024-11-14,business,Leehaven,FL,38866,medium_frequency,1
C004010,2024-12-09,individual,Derekshire,GA,54442,low_frequency,0
C004011,2024-10-13,individual,Josephville,FL,93156,medium_frequency,0
C004012,2022-03-16,wholesale,Scottfort,OH,00691,low_frequency,8
C004013,2022-01-01,individual,South Brittanyview,PA,91111,medium_frequency,1
C004014,2024-03-18,individual,New Jack,OH,84494,high_frequency,0
C004015,2024-05-17,individual,Lake Johnton,MI,30759,seasonal,0
C004016,2022-01-01,individual,Lake Brandon,IL,09964,seasonal,6
C004017,2024-06-17,individual,,CA,36748,low_frequency,2
C004018,2024-10-30,individual,New Aaronborough,FL,94510,seasonal,1
C004019,2022-01-01,individual,Port Heatherchester,FL,14519,low_frequency,3
C004020,2024-04-09,individual,Jamieberg,CA,19766,high_frequency,0
C004021,2022-01-01,individual,Port Miguelchester,NY,50141,low_frequency,6
C004022,2023-12-22,individual,Scottborough,FL,83738,low_frequency,2
C004023,2024-05-16,individual,East Paul,NC,25142,medium_frequency,0
C004024,2024-01-16,individual,South Tracy,TX,36401,medium_frequency,4
C004025,2024-06-30,business,Williamstown,PA,57293,medium_frequency,1
C004026,2023-06-26,individual,Mooreton,NY,98585,medium_frequency,2
C004027,2024-07-23,business,Warrenborough,MI,54686,low_frequency,0
C004028,2024-07-12,individual,West Donaldview,CA,23708,low_frequency,0
C004029,2023-08-24,individual,Hammondfort,OH,69915,medium_frequency,0
C004030,2024-07-29,individual,New Shawnport,PA,84944,seasonal,1
C004031,2023-10-28,individual,South James,FL,36626,low_frequency,2
C004032,2024-12-06,business,Stuartview,NC,21532,low_frequency,0
C004033,2023-12-31,wholesale,Walkerberg,IL,02748,medium_frequency,2
C004034,2024-12-02,individual,Lake Todd,NY,29189,low_frequency,0
C004035,2024-08-03,individual,North Joseph,CA,49106,medium_frequency,1
C004036,2024-10-27,individual,Hannahview,CA,86784,low_frequency,1
C004037,2023-08-29,individual,Julietown,GA,08754,medium_frequency,2
C004038,2024-05-02,individual,East Rachelview,MI,32521,medium_frequency,0
C004039,2022-10-08,individual,Lake Tyler,PA,69749,high_frequency,1
C004040,2024-03-17,individual,East Susanmouth,NY,90893,high_frequency,1
C004041,2024-12-09,business,Bradleytown,CA,63549,medium_frequency,0
C004042,2024-05-15,individual,East Daniel,NC,40653,seasonal,1
C004043,2024-09-07,individual,Kingview,OH,77334,high_frequency,0
C004044,2024-07-01,individual,Lake Richard,MI,79350,low_frequency,2
C004045,2023-03-16,individual,Codyfort,GA,82371,low_frequency,1
C004046,2024-01-04,individual,East Mark,MI,44560,seasonal,2
C004047,2023-12-19,business,Thomasbury,PA,70295,medium_frequency,2
C004048,2024-10-04,individual,Trevorchester,NC,74220,medium_frequency,0
C004049,2022-10-26,individual,Lake Charlesshire,NC,18457,medium_frequency,11
C004050,2022-01-01,individual,South Michelle,CA,27365,medium_frequency,2
C004051,2024-05-25,individual,Gutierrezland,NC,13950,low_frequency,1
C004052,2024-05-10,individual,Higginsbury,IL,97235,high_frequency,2
C004053,2023-12-07,individual,East Nathan,IL,05300,high_frequency,1
C004054,2024-10-02,individual,Alexandershire,CA,54127,seasonal,0
C004055,2024-12-26,individual,West Dawnmouth,PA,27906,medium_frequency,0
C004056,2024-09-25,individual,West Sandraville,GA,12757,low_frequency,0
C004057,2024-01-01,individual,Kylieside,IL,98335,medium_frequency,2
C004058,2024-03-12,individual,North Thomas,MI,36818,high_frequency,1
C004059,2024-03-30,individual,Lake Katherine,OH,96008,low_frequency,1
C004060,2024-04-22,individual,Port Tracyborough,OH,54477,high_frequency,0
C004061,2024-09-16,individual,Craighaven,MI,76900,seasonal,0
C004062,2024-03-28,individual,New Joshua,OH,56482,medium_frequency,1
C004063,2022-11-09,individual,Sarahmouth,ga,73414,medium_frequency,3
C004064,2024-07-28,individual,North Joanne,PA,82710,high_frequency,0
C004065,2024-07-23,individual,Lake Joshuaburgh,TX,21073,medium_frequency,5
C004066,2024-05-29,individual,Lake Brandon,NY,24014,low_frequency,1
C004067,2024-12-01,individual,Port Jason,NY,17884,medium_frequency,0
C004068,2024-01-17,wholesale,Stevenmouth,OH,30074,medium_frequency,0
C004069,2022-12-24,individual,North David,TX,95405,high_frequency,3
C004070,2024-12-22,business,West Courtney,PA,39769,low_frequency,0
C004071,2024-05-21,individual,Mooreland,PA,21350,medium_frequency,0
C004072,2022-01-07,individual,Grayburgh,GA,49592,seasonal,5
C004073,2022-01-01,individual,New Gregorychester,PA,14725,medium_frequency,0
C004074,2024-09-26,individual,Port Ericland,MI,20651,low_frequency,1
C004075,2023-10-15,individual,Rodriguezbury,GA,92210,seasonal,2
C004076,2024-08-26,individual,West Jennifer,MI,94050,medium_frequency,1
C004077,2024-01-03,individual,Oliviaburgh,OH,78393,low_frequency,1
C004078,2024-03-03,individual,South Roger,MI,80579,low_frequency,2
C004079,2024-11-29,individual,Ramirezview,NC,79967,medium_frequency,0
C004080,2024-11-26,individual,Lake Lauren,OH,03126,medium_frequency,0
C004081,2023-09-20,individual,South Kenneth,NC,70683,low_frequency,4
C004082,2024-03-23,business,Hoshire,TX,15619,medium_frequency,3
C004083,2024-10-14,individual,North Jerry,OH,92286,medium_frequency,2
C004084,2024-10-13,individual,New Timothyshire,IL,93883,medium_frequency,0
C004085,2022-10-19,individual,North April,PA,71152,medium_frequency,2
C004086,2022-03-18,individual,Port David,GA,07153,medium_frequency,7
C004087,2024-07-10,individual,East Amberland,NC,44949,low_frequency,2
C004088,2024-11-20,individual,West Joseside,NC,18350,low_frequency,0
C004089,2023-10-29,individual,North Ronald,MI,27410,high_frequency,2
C004090,2024-05-17,individual,Port Kristy,NC,92090,medium_frequency,2
C004091,2023-10-08,individual,,TX,09864,low_frequency,2
C004092,2024-09-27,individual,Leside,TX,11007,low_frequency,0
C004093,2023-01-28,business,Stevenview,NC,44761,seasonal,1
C004094,2024-10-08,individual,North Kathytown,FL,87648,medium_frequency,0
C004095,2022-06-23,wholesale,Port Lisatown,MI,11463,medium_frequency,4
C004096,2024-08-22,individual,Frederickshire,OH,11126,medium_frequency,2
C004097,2023-11-21,individual,Lake Jamesville,NY,58038,low_frequency,2
C004098,2024-10-24,individual,Briantown,CA,94771,medium_frequency,0
C004099,2024-12-07,individual,West Lawrence,CA,88604,high_frequency,0
C004100,2022-06-23,business,Port Robinport,IL,99136,low_frequency,3
C004101,2024-04-25,individual,Joseland,NC,72036,medium_frequency,0
C004102,2024-09-25,individual,New Elizabeth,NC,71281,medium_frequency,1
C004103,2023-08-29,individual,Mitchellhaven,OH,10541,seasonal,3
C004104,2022-11-23,individual,East Madison,NY,38377,medium_frequency,3
C004105,2024-11-22,individual,West Nicolaston,NY,66973,seasonal,1
C004106,2024-06-28,individual,Mcdonaldton,NC,79040,seasonal,1
C004107,2022-01-01,individual,North Ebonybury,NY,50032,low_frequency,6
C004108,2024-11-17,individual,Danaland,NY,47879,medium_frequency,1
C004109,2023-10-08,individual,Alyssafurt,NY,50009,low_frequency,2
C004110,2024-11-11,individual,East Robertview,NY,67568,medium_frequency,0
C004111,2024-10-09,individual,West Mike,MI,06923,low_frequency,0
C004112,2024-11-28,individual,Kyleburgh,NY,76106,high_frequency,0
C004113,2023-06-20,individual,Blairside,nc,94124,medium_frequency,3
C004114,2022-01-01,individual,Lake Terrychester,NC,27753,medium_frequency,7
C004115,2024-07-25,business,South Carrie,CA,81006,medium_frequency,1
C004116,2024-05-23,individual,Montgomerytown,MI,82342,medium_frequency,1
C004117,2024-06-10,individual,East Caleb,NY,35603,medium_frequency,0
C004118,2023-02-26,individual,North Michelleview,MI,69782,medium_frequency,2
C004119,2022-11-06,individual,New Rosetown,FL,34790,low_frequency,3
C004120,2022-01-01,individual,Suzanneburgh,FL,72259,medium_frequency,6
C004121,2024-10-25,individual,Jimenezbury,oh,68090,low_frequency,1
C004122,2024-06-09,business,South Jennifer,NY,25101,medium_frequency,0
C004123,2024-03-22,individual,South Josephberg,NC,88712,medium_frequency,0
C004124,2024-10-12,individual,East Heatherport,TX,95657,low_frequency,1
C004125,2023-07-15,individual,New Ashley,NY,88253,high_frequency,3
C004126,2024-12-15,wholesale,Rickeyburgh,CA,03215,medium_frequency,0
C004127,2024-08-22,individual,South Katherine,GA,17607,medium_frequency,0
C004128,2024-05-28,business,Jenniferhaven,NY,56978,low_frequency,0
C004129,2024-05-18,business,North Kyle,FL,33511,low_frequency,0
C004130,2024-10-11,individual,South Morganfurt,NC,38724,low_frequency,0
C004131,2022-01-01,individual,Moorestad,NY,99808,medium_frequency,4
C004132,2024-12-29,individual,Michelleton,PA,24957,low_frequency,0
C004133,2024-05-17,individual,Kramerstad,TX,45056,seasonal,2
C004134,2024-09-25,business,West James,NC,96084,high_frequency,0
C004135,2024-09-07,individual,Lake Christopherfurt,MI,40835,low_frequency,1
C004136,2024-04-06,business,Connerport,PA,67738,medium_frequency,3
C004137,2024-04-24,individual,Port Jeremiahville,NY,48784,low_frequency,0
C004138,2022-03-17,individual,New Heidi,NY,68494,high_frequency,0
C004139,2024-06-16,individual,Port Toni,TX,43958,medium_frequency,0
C004140,2022-03-22,individual,South Chelsea,IL,91883,medium_frequency,4
C004141,2024-02-04,individual,Lake Haleyton,FL,38472,low_frequency,3
C004142,2023-08-01,individual,Port Kellyborough,NY,28830,high_frequency,4
C004143,2023-10-09,individual,Port Madison,NC,25972,low_frequency,3
C004144,2023-01-20,individual,Brendaville,FL,52237,medium_frequency,3
C004145,2024-07-01,individual,Port Donald,MI,13893,low_frequency,1
C004146,2024-07-21,individual,North Jennifermouth,MI,69472,medium_frequency,0
C004147,2024-07-19,individual,Griffithville,NY,71853,medium_frequency,0
C004148,2022-01-08,individual,New Theresabury,MI,78268,low_frequency,1
C004149,2023-10-12,individual,Lake Erikafort,IL,28915,medium_frequency,1
C004150,2024-06-11,individual,South Dawn,CA,30086,low_frequency,1
C004151,2023-04-03,individual,South Melissaland,TX,11493,medium_frequency,0
C004152,2024-10-31,wholesale,Changmouth,FL,51532,seasonal,0
C004153,2022-10-23,individual,South Susanchester,CA,72924,medium_frequency,5
C004154,2024-03-13,individual,North Rhondaborough,PA,03983,medium_frequency,4
C004155,2024-05-27,individual,New Danielchester,IL,15182,low_frequency,0
C004156,2024-09-16,individual,Port Carla,MI,02220,medium_frequency,0
C004157,2022-09-20,wholesale,Lake Nicholas,NC,62402,medium_frequency,3
C004158,2024-09-25,individual,Bakerport,NY,78629,high_frequency,0
C004159,2024-01-05,individual,Lake Rebeccatown,NC,81904,high_frequency,2
C004160,2024-08-04,individual,South Micheal,CA,45824,medium_frequency,1
C004161,2024-03-15,individual,North Charles,MI,79628,low_frequency,1
C004162,2024-10-29,individual,Port Davidhaven,NY,84293,low_frequency,1
C004163,2024-11-09,individual,Danielport,CA,30102,low_frequency,0
C004164,2024-02-28,individual,South Alyssa,NY,45452,medium_frequency,0
C004165,2023-10-23,business,New Donaldchester,NC,26021,high_frequency,1
C004166,2024-02-15,individual,Port Jennifer,FL,28758,medium_frequency,3
C004167,2023-09-14,individual,North John,PA,36548,low_frequency,2
C004168,2024-12-06,individual,Matthewland,NC,12589,seasonal,0
C004169,2023-06-05,individual,Sarahport,IL,17547,low_frequency,1
C004170,2023-04-29,individual,Shepardton,IL,48582,low_frequency,1
C004171,2024-12-03,individual,Port Laurabury,MI,65037,medium_frequency,0
C004172,2024-09-18,individual,Pattersonton,TX,68571,medium_frequency,1
C004173,2022-09-06,individual,North Juliechester,TX,02856,medium_frequency,0
C004174,2022-04-14,individual,East Nancyton,GA,68692,medium_frequency,2
C004175,2024-08-23,individual,West Peter,MI,80117,medium_frequency,1
C004176,2024-03-30,individual,Port Monicatown,CA,51132,medium_frequency,0
C004177,2024-10-29,business,Lake Stanley,FL,42493,low_frequency,0
C004178,2024-11-16,individual,North Stephanie,TX,29153,high_frequency,0
C004179,2024-07-02,individual,Priscillastad,GA,07323,seasonal,2
C004180,2024-03-03,individual,Hicksburgh,NY,57679,medium_frequency,0
C004181,2022-12-04,individual,South Conniefort,PA,56137,seasonal,0
C004182,2023-12-12,individual,New Jason,MI,69247,high_frequency,0
C004183,2024-06-15,individual,Kellyton,GA,15682,medium_frequency,2
C004184,2024-09-29,individual,West Peggy,CA,01150,high_frequency,0
C004185,2024-08-29,individual,Deleonmouth,CA,39618,medium_frequency,0
C004186,2024-06-17,individual,South Michelle,CA,72628,medium_frequency,0
C004187,2024-12-17,individual,South Brandon,IL,31138,seasonal,0
C004188,2023-08-31,individual,Christinaville,GA,07500,low_frequency,1
C004189,2024-11-06,wholesale,Lake Mitchelltown,NY,79888,medium_frequency,0
C004190,2024-09-30,individual,New Michealshire,CA,76633,medium_frequency,0
C004191,2024-09-18,individual,Port Keithshire,NY,24327,low_frequency,1
C004192,2023-08-04,individual,Lake Wandaview,NC,76902,seasonal,3
C004193,2024-08-07,individual,South Katelyn,OH,93059,medium_frequency,1
C004194,2023-04-10,individual,Wangshire,GA,49766,medium_frequency,4
C004195,2024-08-27,individual,Mariamouth,IL,12252,high_frequency,0
C004196,2022-01-01,individual,Dustinstad,NC,76428,medium_frequency,5
C004197,2024-12-16,individual,Walshshire,MI,33033,medium_frequency,0
C004198,2024-11-08,individual,West Annette,NY,39089,high_frequency,0
C004199,2024-10-22,individual,Port Vincentport,TX,75144,medium_frequency,1
C004200,2023-11-01,individual,East Pamela,TX,14703,low_frequency,2
C004201,2024-09-12,individual,Port Kimberly,NY,29733,high_frequency,0
C004202,2022-04-04,business,Kimberlychester,IL,53481,high_frequency,4
C004203,2024-11-16,individual,South Cindytown,CA,73627,seasonal,0
C004204,2022-01-31,individual,Mooreville,GA,60424,medium_frequency,7
C004205,2024-03-24,individual,Comptontown,mi,84640,medium_frequency,1
C004206,2024-06-11,individual,Thompsonborough,IL,41068,low_frequency,2
C004207,2023-07-16,individual,New Catherine,NY,43201,medium_frequency,2
C004208,2023-09-24,business,Debrahaven,FL,18657,medium_frequency,1
C004209,2024-12-18,individual,Port Loriport,MI,00903,medium_frequency,0
C004210,2024-05-15,individual,Susanville,PA,19173,low_frequency,0
C004211,2023-02-09,individual,Petersonside,OH,19800,low_frequency,4
C004212,2023-12-20,individual,Garzastad,PA,71869,low_frequency,2
C004213,2024-08-12,individual,South Donna,TX,12755,seasonal,0
C004214,2024-04-12,individual,Berrystad,MI,53837,high_frequency,1
C004215,2024-01-01,individual,Port Jayside,NC,63668,high_frequency,0
C004216,2022-08-24,individual,Garciaberg,OH,25442,low_frequency,2
C004217,2023-09-16,individual,Ashleyville,IL,33522,medium_frequency,0
C004218,2024-11-30,individual,Port Joseph,MI,71472,medium_frequency,0
C004219,2024-12-14,individual,East Briana,MI,41230,medium_frequency,0
C004220,2024-05-21,individual,Connieton,NC,04361,medium_frequency,2
C004221,2023-06-06,wholesale,South Karen,PA,00629,seasonal,4
C004222,2023-10-22,individual,Lake Melissachester,GA,79195,medium_frequency,5
C004223,2023-12-10,individual,Solomonfurt,OH,08706,high_frequency,1
C004224,2024-09-15,business,North Marthafurt,PA,66548,low_frequency,0
C004225,2024-12-05,individual,North Christopher,FL,25841,seasonal,0
C004226,2024-03-16,individual,Madisontown,OH,06781,low_frequency,1
C004227,2024-08-17,individual,South Allisonview,TX,11000,medium_frequency,0
C004228,2024-12-17,business,,NC,97196,low_frequency,0
C004229,2024-09-12,individual,Brianchester,FL,23725,high_frequency,0
C004230,2022-01-01,individual,Port Brandi,NC,58607,low_frequency,7
C004231,2023-08-01,individual,Simston,TX,96180,low_frequency,3
C004232,2024-10-21,wholesale,Jeffreyview,NY,35906,high_frequency,1
C004233,2024-07-19,individual,South Scottport,MI,51715,high_frequency,1
C004234,2024-06-05,individual,North Jennifer,NY,59355,seasonal,0
C004235,2024-10-09,individual,Lake Richard,PA,54456,high_frequency,0
C004236,2024-10-02,individual,New Derrick,NY,03051,medium_frequency,1
C004237,2024-07-25,individual,Lake Moniquefort,GA,50894,low_frequency,1
C004238,2023-06-29,individual,East Arianaland,NC,35044,high_frequency,4
C004239,2024-11-04,business,South Sharonside,IL,34946,high_frequency,0
C004240,2023-03-10,individual,East Jamesmouth,PA,30924,low_frequency,4
C004241,2022-01-29,individual,East Stephaniemouth,GA,47408,low_frequency,5
C004242,2024-08-08,individual,East Melvin,NC,53101,medium_frequency,1
C004243,2024-07-03,individual,South Amyland,OH,61351,medium_frequency,0
C004244,2024-12-14,individual,East Melissaburgh,CA,89372,low_frequency,0
C004245,2023-11-29,individual,North Carrietown,MI,50286,medium_frequency,3
C004246,2024-10-28,individual,East Karenbury,OH,67779,high_frequency,1
C004247,2023-12-08,individual,Davidfort,FL,72081,high_frequency,0
C004248,2022-03-27,individual,Nicholasborough,OH,29107,low_frequency,7
C004249,2022-01-01,individual,Jonesside,PA,39393,medium_frequency,4
C004250,2024-09-28,individual,Josephton,GA,95657,seasonal,0
C004251,2024-07-09,business,Port Beth,NY,06764,low_frequency,1
C004252,2023-12-11,individual,Port Randall,MI,67382,medium_frequency,2
C004253,2024-05-08,individual,Port Codyview,OH,37825,medium_frequency,2
C004254,2024-06-13,business,East Shannonview,NY,13819,high_frequency,0
C004255,2022-10-03,business,Ruizville,GA,19083,medium_frequency,8
C004256,2023-02-08,wholesale,Figueroafort,NC,87962,high_frequency,4
C004257,2022-10-25,wholesale,East Charles,TX,21666,medium_frequency,5
C004258,2022-05-21,individual,South Patriciashire,TX,70787,medium_frequency,6
C004259,2024-06-07,individual,North Courtney,NC,34723,high_frequency,1
C004260,2024-01-30,individual,Jacksonside,MI,45083,medium_frequency,0
C004261,2023-03-16,individual,Muellermouth,PA,31154,medium_frequency,2
C004262,2023-12-14,individual,Delacruzbury,IL,71195,medium_frequency,0
C004263,2024-10-02,individual,North Melanie,PA,23729,medium_frequency,1
C004264,2023-01-13,wholesale,Rickymouth,CA,30504,low_frequency,3
C004265,2023-01-23,business,Moyertown,PA,65096,medium_frequency,2
C004266,2024-11-05,individual,Powellville,TX,59951,medium_frequency,0
C004267,2024-07-08,individual,Gravesfurt,MI,65573,high_frequency,0
C004268,2024-12-13,business,South April,NC,19708,medium_frequency,0
C004269,2022-09-09,individual,West Kathyfurt,CA,71361,low_frequency,4
C004270,2024-01-01,individual,North Donna,OH,22906,high_frequency,4
C004271,2024-11-13,individual,East Crystal,MI,43478,medium_frequency,0
C004272,2024-09-10,individual,North Victoria,NC,89465,low_frequency,1
C004273,2024-03-18,individual,Alexismouth,GA,71158,medium_frequency,2
C004274,2023-12-18,individual,Gilesview,FL,53576,medium_frequency,3
C004275,2022-01-01,individual,Lake Charles,GA,85868,medium_frequency,4
C004276,2024-08-09,individual,North Tina,PA,18686,medium_frequency,0
C004277,2022-01-01,individual,Ashleymouth,MI,99455,medium_frequency,3
C004278,2023-04-09,individual,New Brittanyview,OH,31331,high_frequency,2
C004279,2024-08-04,individual,Hansonside,NC,38355,low_frequency,0
C004280,2024-11-18,business,East Davidton,MI,43870,medium_frequency,0
C004281,2022-01-01,business,New Heatherbury,NC,87311,low_frequency,8
C004282,2024-10-10,individual,Proctorview,PA,67001,medium_frequency,0
C004283,2024-10-24,business,Deborahport,MI,79877,medium_frequency,0
C004284,2024-06-20,individual,Meghanhaven,IL,73054,medium_frequency,0
C004285,2023-10-26,individual,Lake Christopherstad,IL,59727,medium_frequency,2
C004286,2024-12-23,individual,Riverston,NC,91632,high_frequency,0
C004287,2023-11-01,individual,Davisburgh,OH,31339,low_frequency,5
C004288,2024-07-13,individual,Westfort,TX,26189,medium_frequency,1
C004289,2024-08-02,individual,North Sarah,GA,59746,low_frequency,1
C004290,2022-04-23,individual,Omarland,PA,80982,medium_frequency,0
C004291,2024-10-05,individual,Lake Courtneymouth,GA,65368,medium_frequency,1
C004292,2024-01-16,business,Cruzberg,TX,82242,medium_frequency,2
C004293,2024-05-17,individual,Wagnerberg,IL,17473,low_frequency,0
C004294,2022-01-01,individual,Zacharyborough,NC,65238,low_frequency,6
C004295,2023-04-20,individual,Port Dawnmouth,CA,89834,high_frequency,2
C004296,2024-09-15,individual,South Dawnbury,NC,48824,high_frequency,0
C004297,2024-06-18,individual,Lake Josephtown,FL,87476,low_frequency,1
C004298,2024-10-27,business,Karlafurt,OH,50431,high_frequency,0
C004299,2024-11-01,individual,Ginashire,IL,05523,medium_frequency,0
C004300,2023-01-09,individual,Lake Davidview,TX,71511,low_frequency,1
C004301,2024-10-13,individual,Port Julie,IL,49591,medium_frequency,0
C004302,2024-04-25,individual,Johnhaven,FL,52035,high_frequency,0
C004303,2024-10-14,individual,Watkinsborough,GA,18897,low_frequency,0
C004304,2024-09-24,individual,Margaretport,FL,24839,seasonal,0
C004305,2023-10-13,individual,Lake Stephanie,NC,90092,low_frequency,2
C004306,2022-05-24,individual,Kristinebury,PA,26003,medium_frequency,4
C004307,2022-10-19,individual,West Richardview,GA,10935,medium_frequency,1
C004308,2024-12-26,individual,Jacobmouth,GA,95190,medium_frequency,0
C004309,2024-07-29,individual,Thompsonmouth,NY,51498,low_frequency,1
C004310,2024-10-20,individual,New George,CA,77718,low_frequency,0
C004311,2023-08-04,individual,Port Heather,CA,45501,high_frequency,5
C004312,2024-08-17,business,Curtishaven,MI,14422,medium_frequency,0
C004313,2024-07-27,individual,Woodtown,OH,85150,medium_frequency,3
C004314,2024-12-18,individual,Stonefurt,NY,73728,low_frequency,0
C004315,2024-07-03,individual,Alexismouth,NY,99589,high_frequency,1
C004316,2024-10-19,individual,Mejiaport,FL,34803,medium_frequency,0
C004317,2024-06-19,individual,North James,MI,82830,low_frequency,0
C004318,2024-12-21,individual,Lake Patriciashire,NC,10267,medium_frequency,0
C004319,2022-01-10,individual,South Carolburgh,NC,06646,medium_frequency,7
C004320,2024-11-08,individual,New Marissa,FL,44228,medium_frequency,2
C004321,2024-12-15,individual,West Laura,NC,11774,medium_frequency,0
C004322,2024-02-09,individual,Jasonport,PA,12062,low_frequency,2
C004323,2024-10-22,individual,Kellyville,PA,43331,low_frequency,0
C004324,2024-09-01,business,Jamesborough,OH,96043,seasonal,1
C004325,2024-02-16,individual,West Christine,FL,28611,seasonal,1
C004326,2022-11-20,business,Alvarezhaven,GA,13264,medium_frequency,8
C004327,2024-09-09,individual,Port Ronald,NC,42092,medium_frequency,0
C004328,2023-12-11,individual,North Susanview,CA,20120,medium_frequency,3
C004329,2023-12-13,business,West Stephanieland,FL,05113,medium_frequency,2
C004330,2024-07-29,individual,Gregoryfurt,PA,81204,low_frequency,1
C004331,2024-06-21,individual,Lake Brittanyfort,FL,74096,medium_frequency,0
C004332,2024-09-07,individual,New Jessicaberg,CA,99822,low_frequency,0
C004333,2024-08-27,individual,Smithstad,NC,17510,medium_frequency,0
C004334,2024-02-08,individual,Port Willie,mi,73613,medium_frequency,1
C004335,2023-10-13,individual,Richardberg,IL,43871,low_frequency,4
C004336,2024-09-14,individual,Butlermouth,NC,76990,medium_frequency,1
C004337,2024-11-10,individual,,PA,71137,medium_frequency,1
C004338,2024-07-28,individual,Ramirezburgh,CA,18617,medium_frequency,0
C004339,2024-12-23,individual,Mccarthyhaven,MI,44709,medium_frequency,0
C004340,2023-12-20,individual,Ambermouth,TX,96562,seasonal,0
C004341,2023-06-22,individual,Oconnellmouth,OH,93912,high_frequency,4
C004342,2024-05-05,individual,Gregoryberg,TX,40417,high_frequency,3
C004343,2023-08-13,individual,North Lisachester,OH,44055,low_frequency,2
C004344,2024-07-10,individual,East Sarahtown,FL,05665,medium_frequency,0
C004345,2024-02-19,business,East Lauriestad,MI,84277,low_frequency,1
C004346,2024-07-24,individual,New Deborah,FL,30921,seasonal,1
C004347,2024-07-08,individual,East Davidville,NY,43227,medium_frequency,1
C004348,2024-04-18,individual,Chadtown,OH,42965,medium_frequency,1
C004349,2024-10-25,individual,Timothyhaven,NC,27251,high_frequency,1
C004350,2024-06-07,individual,Petersburgh,NC,89891,high_frequency,2
C004351,2024-04-27,individual,West Kevinhaven,PA,69286,medium_frequency,3
C004352,2024-06-10,individual,Cruzfort,FL,19384,low_frequency,1
C004353,2022-06-02,individual,,NY,55953,medium_frequency,1
C004354,2022-11-18,individual,Nolanmouth,ny,94789,high_frequency,2
C004355,2024-05-20,individual,Dawnberg,PA,98398,medium_frequency,2
C004356,2023-09-23,individual,East Michaelhaven,OH,97330,seasonal,1
C004357,2024-08-11,individual,West Keith,PA,09622,high_frequency,2
C004358,2023-11-10,individual,Port Lisa,MI,93243,medium_frequency,4
C004359,2024-01-01,individual,Lake Dennisland,PA,17054,low_frequency,1
C004360,2024-02-20,individual,New Douglas,OH,85061,low_frequency,1
C004361,2024-01-19,individual,,PA,08232,medium_frequency,3
C004362,2024-09-20,individual,Rodgersland,FL,68604,medium_frequency,1
C004363,2022-01-01,individual,South Jose,IL,21492,medium_frequency,3
C004364,2024-04-04,individual,Lake Angela,NC,45721,medium_frequency,1
C004365,2022-07-04,individual,New Frederickfort,MI,53457,low_frequency,1
