movement_id,fc_id,sku_id,movement_type,quantity,movement_date,reference_id
MOV118668,FC_CA01,SKU000574,transfer_in,21,2025-07-02,REF77556
MOV146556,FC_NJ05,SKU000869,transfer_out,44,2025-05-24,REF56627
MOV661911,FC_WA02,SKU001203,shipment,7,2025-06-28,REF57047
MOV390310,FC_GA04,SKU001582,transfer_out,28,2025-05-13,REF75753
MOV451936,FC_WA02,SKU001976,receipt,31,2025-05-16,REF37944
MOV197270,FC_TX03,SKU001332,receipt,7,2025-05-30,REF80631
MOV719560,FC_IL06,SKU000165,transfer_in,11,2025-06-27,REF78249
MOV303243,FC_GA04,SKU001584,shipment,1,2025-07-03,REF27401
MOV250802,FC_GA04,SKU000700,shipment,7,2025-05-28,REF31405
MOV677360,FC_IL06,SKU000762,shipment,37,2025-05-24,REF87808
MOV562073,FC_GA04,SKU000087,transfer_out,45,2025-05-19,REF80352
MOV509271,FC_CA01,SKU000814,adjustment,2,2025-06-08,REF62074
MOV167342,FC_NJ05,SKU000302,shipment,30,2025-06-08,REF14023
MOV179562,FC_GA04,SKU000044,adjustment,24,2025-07-21,REF14157
MOV591052,FC_GA04,SKU000801,receipt,2,2025-06-28,REF50711
MOV809740,FC_FL07,SKU000425,receipt,9,2025-07-08,REF55117
MOV109758,FC_GA04,SKU000887,transfer_in,46,2025-06-27,REF94821
MOV671503,FC_IL06,SKU001816,transfer_out,12,2025-07-19,REF56311
MOV371541,FC_WA02,SKU001326,shipment,23,2025-07-27,REF91706
MOV714915,FC_GA04,SKU001015,adjustment,40,2025-05-07,REF57128
MOV594580,FC_IL06,SKU001430,transfer_out,41,2025-06-27,REF56927
MOV525143,FC_WA02,SKU001090,receipt,47,2025-07-15,REF18400
MOV696675,FC_TX03,SKU000584,transfer_out,6,2025-07-21,REF52389
MOV593172,FC_CA01,SKU000813,transfer_out,19,2025-05-16,REF24073
MOV900356,FC_GA04,SKU001665,transfer_out,3,2025-07-05,REF73216
MOV987455,FC_NJ05,SKU000233,transfer_in,30,2025-06-18,REF89470
MOV379609,FC_FL07,SKU000564,adjustment,11,2025-04-29,REF30406
MOV840135,FC_CA01,SKU000499,receipt,30,2025-06-04,REF62406
MOV795118,FC_CA01,SKU001068,shipment,8,2025-07-13,REF74164
MOV817740,FC_FL07,SKU000174,transfer_out,39,2025-06-07,REF51012
MOV391688,FC_CA01,SKU000241,adjustment,30,2025-05-20,REF78676
MOV630363,FC_WA02,SKU001040,shipment,36,2025-05-30,REF34872
MOV995295,FC_NJ05,SKU000343,transfer_in,15,2025-06-17,REF15033
MOV438158,FC_IL06,SKU000854,shipment,19,2025-05-18,REF36553
MOV375245,FC_IL06,SKU001339,transfer_out,13,2025-05-19,REF30153
MOV494197,FC_NJ05,SKU001876,shipment,47,2025-05-31,REF94865
MOV991275,FC_CA01,SKU001823,adjustment,5,2025-06-17,REF82650
MOV295928,FC_NJ05,SKU000218,receipt,15,2025-06-14,REF63527
MOV630735,FC_TX03,SKU000113,transfer_in,23,2025-06-19,REF26222
MOV957292,FC_NJ05,SKU000920,adjustment,8,2025-06-02,REF11678
MOV913665,FC_CA01,SKU001956,transfer_in,25,2025-06-29,REF79847
MOV625493,FC_IL06,SKU000919,transfer_out,27,2025-06-02,REF16592
MOV996669,FC_FL07,SKU000397,receipt,46,2025-05-03,REF31831
MOV950808,FC_FL07,SKU000695,receipt,41,2025-06-26,REF91305
MOV748953,FC_NJ05,SKU001048,transfer_out,3,2025-05-04,REF73597
MOV568487,FC_WA02,SKU001588,shipment,26,2025-06-08,REF56404
MOV666870,FC_IL06,SKU000013,transfer_out,8,2025-05-12,REF79947
MOV155204,FC_CA01,SKU001562,receipt,31,2025-06-30,REF70276
MOV884999,FC_WA02,SKU001254,receipt,42,2025-05-13,REF75509
MOV353163,FC_NJ05,SKU000049,transfer_in,6,2025-06-04,REF81305
MOV552573,FC_WA02,SKU001925,transfer_in,10,2025-06-10,REF49110
MOV248358,FC_WA02,SKU001334,shipment,19,2025-06-18,REF14623
MOV854856,FC_FL07,SKU001036,transfer_out,2,2025-07-26,REF54500
MOV981054,FC_TX03,SKU001031,transfer_out,36,2025-06-18,REF79010
MOV555910,FC_WA02,SKU001088,receipt,6,2025-06-23,REF23897
MOV448472,FC_FL07,SKU001229,transfer_out,14,2025-05-02,REF35230
MOV103953,FC_IL06,SKU000080,adjustment,31,2025-06-23,REF21472
MOV756964,FC_WA02,SKU000538,shipment,1,2025-05-21,REF71577
MOV186688,FC_IL06,SKU000651,transfer_in,33,2025-07-09,REF31998
MOV659651,FC_WA02,SKU001980,transfer_out,23,2025-05-22,REF74601
MOV737554,FC_TX03,SKU001362,adjustment,22,2025-05-02,REF15876
MOV120966,FC_IL06,SKU001188,transfer_in,21,2025-05-13,REF74171
MOV297693,FC_IL06,SKU000490,transfer_in,27,2025-07-08,REF66202
MOV970111,FC_GA04,SKU000497,transfer_out,22,2025-05-20,REF70412
MOV766146,FC_TX03,SKU000604,transfer_in,46,2025-06-25,REF39144
MOV458776,FC_TX03,SKU000572,receipt,32,2025-07-04,REF81624
MOV901451,FC_CA01,SKU000295,transfer_in,32,2025-06-24,REF47362
MOV362307,FC_WA02,SKU001471,receipt,34,2025-07-03,REF21942
MOV372220,FC_WA02,SKU001552,shipment,40,2025-05-22,REF70661
MOV261571,FC_GA04,SKU000459,receipt,46,2025-05-31,REF88182
MOV630453,FC_FL07,SKU001447,receipt,25,2025-05-23,REF86227
MOV390579,FC_GA04,SKU001377,transfer_in,12,2025-07-13,REF24334
MOV721717,FC_FL07,SKU001960,shipment,19,2025-05-12,REF27574
MOV964758,FC_IL06,SKU000288,shipment,41,2025-06-17,REF84221
MOV249353,FC_IL06,SKU000013,receipt,19,2025-07-12,REF81508
MOV800438,FC_NJ05,SKU000944,transfer_in,31,2025-07-25,REF53754
MOV873716,FC_NJ05,SKU001075,adjustment,2,2025-07-20,REF14145
MOV283397,FC_IL06,SKU001612,shipment,7,2025-06-14,REF46091
MOV867379,FC_FL07,SKU000241,transfer_in,35,2025-07-04,REF88071
MOV951518,FC_FL07,SKU001736,transfer_in,27,2025-05-24,REF16756
MOV532806,FC_IL06,SKU000427,receipt,41,2025-07-06,REF14190
MOV511392,FC_CA01,SKU000768,transfer_out,15,2025-06-11,REF78568
MOV348300,FC_NJ05,SKU000237,transfer_in,41,2025-06-12,REF15782
MOV337984,FC_CA01,SKU001512,transfer_out,34,2025-06-28,REF35962
MOV927515,FC_GA04,SKU001316,transfer_in,20,2025-06-27,REF60539
MOV849558,FC_CA01,SKU001312,shipment,20,2025-06-21,REF74624
MOV859392,FC_FL07,SKU000799,shipment,8,2025-06-08,REF70057
MOV202676,FC_GA04,SKU001880,transfer_out,11,2025-05-15,REF29188
MOV303104,FC_NJ05,SKU001412,transfer_in,20,2025-06-12,REF39643
MOV701072,FC_CA01,SKU000586,transfer_in,30,2025-05-12,REF30726
MOV138092,FC_WA02,SKU001808,receipt,11,2025-05-19,REF93549
MOV157923,FC_WA02,SKU001483,shipment,23,2025-06-13,REF58885
MOV124434,FC_WA02,SKU000248,transfer_out,34,2025-07-08,REF94145
MOV480918,FC_CA01,SKU000312,shipment,49,2025-07-15,REF72443
MOV159352,FC_IL06,SKU000434,transfer_out,38,2025-05-12,REF65442
MOV983579,FC_CA01,SKU000170,shipment,18,2025-06-09,REF15320
MOV594941,FC_NJ05,SKU001134,receipt,39,2025-07-23,REF84007
MOV138866,FC_TX03,SKU001981,transfer_out,19,2025-05-15,REF90658
MOV648273,FC_CA01,SKU001439,adjustment,45,2025-05-02,REF70408
MOV681034,FC_FL07,SKU001227,transfer_out,49,2025-07-24,REF21240
MOV268682,FC_TX03,SKU000325,receipt,31,2025-07-09,REF97328
MOV183740,FC_FL07,SKU001667,adjustment,45,2025-06-06,REF13298
MOV999649,FC_NJ05,SKU001026,receipt,42,2025-05-28,REF86474
MOV140621,FC_WA02,SKU001466,receipt,48,2025-05-11,REF83641
MOV779979,FC_CA01,SKU001061,shipment,24,2025-07-12,REF86805
MOV271859,FC_WA02,SKU001319,transfer_in,12,2025-07-12,REF64830
MOV985785,FC_TX03,SKU000354,transfer_in,27,2025-05-31,REF16878
MOV137988,FC_WA02,SKU001662,receipt,45,2025-05-21,REF91877
MOV690649,FC_FL07,SKU001188,transfer_out,25,2025-07-20,REF18633
MOV479813,FC_NJ05,SKU000635,adjustment,7,2025-06-04,REF81631
MOV308099,FC_CA01,SKU000261,shipment,44,2025-07-21,REF50503
MOV315743,FC_CA01,SKU000466,transfer_out,38,2025-05-26,REF69050
MOV205294,FC_FL07,SKU000904,adjustment,9,2025-07-16,REF96993
MOV224063,FC_CA01,SKU000365,transfer_in,23,2025-05-19,REF51315
MOV784674,FC_TX03,SKU000358,shipment,6,2025-05-09,REF35391
MOV718501,FC_TX03,SKU000144,shipment,44,2025-06-02,REF89544
MOV254353,FC_GA04,SKU001229,shipment,49,2025-07-18,REF74540
MOV884779,FC_CA01,SKU001478,shipment,19,2025-07-14,REF44053
MOV501793,FC_TX03,SKU000883,receipt,48,2025-06-21,REF22769
MOV543142,FC_TX03,SKU000622,transfer_out,13,2025-05-13,REF10582
MOV262301,FC_TX03,SKU001139,adjustment,8,2025-06-10,REF78009
MOV628010,FC_GA04,SKU000622,transfer_out,30,2025-07-23,REF38280
MOV565773,FC_NJ05,SKU000740,adjustment,46,2025-07-19,REF22170
MOV467275,FC_WA02,SKU000841,transfer_in,44,2025-06-14,REF22071
MOV953467,FC_TX03,SKU001475,receipt,30,2025-05-25,REF12801
MOV524175,FC_WA02,SKU000689,shipment,19,2025-06-26,REF32196
MOV898364,FC_TX03,SKU000852,shipment,33,2025-05-27,REF74945
MOV226066,FC_NJ05,SKU000635,adjustment,38,2025-05-09,REF28763
MOV359507,FC_IL06,SKU000922,transfer_out,23,2025-05-31,REF22697
MOV586766,FC_WA02,SKU000542,transfer_in,28,2025-05-21,REF54382
MOV701326,FC_TX03,SKU001325,receipt,44,2025-05-30,REF74439
MOV938621,FC_NJ05,SKU001770,transfer_in,37,2025-05-14,REF50700
MOV895309,FC_TX03,SKU000331,receipt,24,2025-07-16,REF47756
MOV894069,FC_WA02,SKU001772,receipt,2,2025-06-26,REF35238
MOV935355,FC_GA04,SKU001691,transfer_out,33,2025-06-12,REF60896
MOV776916,FC_GA04,SKU001894,receipt,2,2025-07-24,REF34937
MOV169881,FC_GA04,SKU001333,transfer_out,1,2025-07-08,REF36518
MOV181836,FC_IL06,SKU001142,receipt,40,2025-05-04,REF81060
MOV487536,FC_NJ05,SKU000303,shipment,33,2025-06-29,REF55899
MOV552159,FC_TX03,SKU000155,transfer_in,25,2025-05-03,REF50811
MOV710546,FC_WA02,SKU000084,adjustment,9,2025-06-24,REF21156
MOV617520,FC_GA04,SKU000186,adjustment,18,2025-06-06,REF55406
MOV410899,FC_GA04,SKU000033,transfer_in,28,2025-07-02,REF94951
MOV751767,FC_IL06,SKU000308,transfer_out,28,2025-05-28,REF19002
MOV571289,FC_GA04,SKU001250,receipt,29,2025-06-13,REF67623
MOV487318,FC_NJ05,SKU001887,receipt,2,2025-06-20,REF28260
MOV342945,FC_WA02,SKU001230,transfer_out,22,2025-05-08,REF65976
MOV448814,FC_CA01,SKU000215,transfer_in,32,2025-06-19,REF64936
MOV382854,FC_FL07,SKU001269,transfer_out,14,2025-06-12,REF15963
MOV957812,FC_FL07,SKU001122,transfer_out,13,2025-05-16,REF66180
MOV128965,FC_NJ05,SKU001264,receipt,22,2025-05-07,REF66509
MOV674048,FC_WA02,SKU001877,transfer_out,10,2025-05-03,REF43008
MOV598647,FC_CA01,SKU000252,shipment,28,2025-07-15,REF44857
MOV308661,FC_CA01,SKU001536,shipment,9,2025-06-07,REF86374
MOV773315,FC_WA02,SKU000764,shipment,16,2025-07-25,REF47753
MOV989349,FC_IL06,SKU001532,receipt,47,2025-07-05,REF60051
MOV687561,FC_GA04,SKU000550,receipt,24,2025-05-04,REF57453
MOV401326,FC_NJ05,SKU001501,receipt,4,2025-07-10,REF94957
MOV806296,FC_CA01,SKU001662,shipment,22,2025-06-06,REF40073
MOV453277,FC_GA04,SKU001647,receipt,31,2025-07-06,REF45872
MOV920980,FC_IL06,SKU000326,adjustment,46,2025-05-07,REF52659
MOV356761,FC_GA04,SKU001666,transfer_out,44,2025-05-03,REF51010
MOV299812,FC_TX03,SKU000980,shipment,1,2025-07-01,REF79163
MOV551258,FC_TX03,SKU001668,transfer_in,19,2025-05-22,REF72910
MOV587039,FC_NJ05,SKU000898,receipt,48,2025-05-15,REF59098
MOV327431,FC_IL06,SKU001212,transfer_in,37,2025-07-10,REF87891
MOV774400,FC_WA02,SKU000050,receipt,41,2025-07-19,REF31203
MOV849944,FC_GA04,SKU001331,adjustment,40,2025-07-17,REF84016
MOV168305,FC_WA02,SKU001279,transfer_out,35,2025-07-03,REF49928
MOV556095,FC_FL07,SKU001479,adjustment,6,2025-07-20,REF89989
MOV546146,FC_WA02,SKU000800,receipt,40,2025-06-19,REF55530
MOV181253,FC_IL06,SKU001143,adjustment,6,2025-05-12,REF62771
MOV911234,FC_FL07,SKU000381,receipt,30,2025-06-15,REF39657
MOV717467,FC_TX03,SKU000305,receipt,14,2025-04-30,REF78940
MOV989541,FC_TX03,SKU000756,receipt,18,2025-06-29,REF66428
MOV717198,FC_TX03,SKU001766,transfer_in,44,2025-07-20,REF95463
MOV931498,FC_GA04,SKU001818,adjustment,48,2025-05-23,REF97323
MOV340993,FC_GA04,SKU000453,transfer_out,30,2025-07-01,REF79213
MOV302328,FC_FL07,SKU000256,receipt,48,2025-06-15,REF42988
MOV143522,FC_GA04,SKU001173,shipment,9,2025-07-07,REF30523
MOV482005,FC_IL06,SKU001174,transfer_out,22,2025-07-04,REF52959
MOV280864,FC_FL07,SKU000869,transfer_in,2,2025-07-17,REF79772
MOV987968,FC_IL06,SKU001483,adjustment,30,2025-05-25,REF14157
MOV795388,FC_IL06,SKU000795,adjustment,35,2025-07-23,REF17656
MOV953979,FC_TX03,SKU001398,receipt,39,2025-05-20,REF92804
MOV477230,FC_NJ05,SKU000079,transfer_in,22,2025-05-20,REF28566
MOV379212,FC_CA01,SKU001929,transfer_out,33,2025-07-21,REF47304
MOV435656,FC_NJ05,SKU001491,shipment,33,2025-06-10,REF63683
MOV624987,FC_GA04,SKU000850,adjustment,32,2025-06-19,REF42451
MOV319919,FC_TX03,SKU001044,adjustment,1,2025-05-30,REF22246
MOV509953,FC_GA04,SKU001291,adjustment,45,2025-06-06,REF15048
MOV623375,FC_NJ05,SKU000528,transfer_out,10,2025-06-14,REF34631
MOV646872,FC_FL07,SKU000118,receipt,22,2025-06-09,REF61465
MOV576547,FC_NJ05,SKU000129,adjustment,47,2025-05-17,REF70837
MOV637238,FC_GA04,SKU000918,receipt,4,2025-06-19,REF63730
MOV851566,FC_TX03,SKU001886,adjustment,12,2025-07-06,REF81364
MOV839231,FC_WA02,SKU001789,receipt,4,2025-07-25,REF60603
MOV573181,FC_CA01,SKU000383,transfer_in,16,2025-05-09,REF89054
MOV851319,FC_CA01,SKU000170,adjustment,24,2025-06-12,REF23796
MOV857312,FC_CA01,SKU001586,adjustment,33,2025-05-17,REF34275
MOV112419,FC_WA02,SKU001075,transfer_out,37,2025-06-26,REF95572
MOV252361,FC_WA02,SKU000339,shipment,11,2025-05-21,REF34309
MOV853072,FC_FL07,SKU001644,adjustment,13,2025-06-07,REF74034
MOV975127,FC_FL07,SKU001355,receipt,15,2025-06-13,REF32761
MOV269496,FC_TX03,SKU001984,shipment,29,2025-06-14,REF98919
MOV521457,FC_TX03,SKU000116,transfer_in,13,2025-07-22,REF75196
MOV255519,FC_FL07,SKU000667,transfer_in,45,2025-05-20,REF30929
MOV324858,FC_FL07,SKU000329,receipt,17,2025-07-20,REF31949
MOV989455,FC_IL06,SKU000563,transfer_in,27,2025-06-23,REF93228
MOV106897,FC_IL06,SKU001506,receipt,43,2025-06-12,REF54209
MOV806563,FC_GA04,SKU001579,transfer_out,28,2025-07-09,REF66668
MOV654828,FC_WA02,SKU001983,transfer_out,32,2025-05-10,REF82823
MOV952673,FC_IL06,SKU001829,shipment,44,2025-06-22,REF19400
MOV696825,FC_NJ05,SKU001134,shipment,13,2025-06-02,REF52241
MOV594282,FC_TX03,SKU001317,transfer_in,31,2025-06-11,REF46978
MOV378407,FC_NJ05,SKU001258,transfer_out,13,2025-06-10,REF60480
MOV831245,FC_WA02,SKU000198,transfer_in,22,2025-06-26,REF64156
MOV205665,FC_NJ05,SKU001225,adjustment,34,2025-07-10,REF91718
MOV139857,FC_GA04,SKU001999,adjustment,24,2025-05-09,REF64582
MOV737745,FC_TX03,SKU000567,transfer_out,1,2025-05-15,REF19981
MOV125662,FC_GA04,SKU001626,adjustment,3,2025-06-27,REF94666
MOV663663,FC_CA01,SKU001122,transfer_out,23,2025-05-22,REF17849
MOV725942,FC_TX03,SKU000694,adjustment,28,2025-07-24,REF28773
MOV403727,FC_TX03,SKU001545,receipt,30,2025-07-21,REF56761
MOV148990,FC_FL07,SKU000551,adjustment,33,2025-07-27,REF10551
MOV422711,FC_TX03,SKU000944,transfer_out,47,2025-06-28,REF62714
MOV657911,FC_TX03,SKU001275,adjustment,30,2025-06-15,REF94258
MOV871717,FC_TX03,SKU000213,shipment,43,2025-05-03,REF78433
MOV701594,FC_GA04,SKU000894,receipt,9,2025-05-21,REF67015
MOV822298,FC_GA04,SKU001339,adjustment,45,2025-05-08,REF61600
MOV944153,FC_TX03,SKU001862,transfer_out,47,2025-07-24,REF26424
MOV270632,FC_GA04,SKU000433,transfer_out,19,2025-05-14,REF68833
MOV770784,FC_NJ05,SKU001802,transfer_in,26,2025-05-04,REF15944
MOV875922,FC_GA04,SKU000900,shipment,37,2025-05-16,REF62932
MOV196861,FC_FL07,SKU000039,shipment,7,2025-06-10,REF67289
MOV698845,FC_GA04,SKU000096,receipt,5,2025-06-02,REF38158
MOV899186,FC_NJ05,SKU001299,shipment,48,2025-05-27,REF38935
MOV289200,FC_IL06,SKU000582,shipment,30,2025-06-28,REF54542
MOV164125,FC_NJ05,SKU001058,transfer_out,29,2025-07-07,REF61036
MOV790169,FC_FL07,SKU000949,adjustment,30,2025-05-24,REF61412
MOV124886,FC_TX03,SKU001448,transfer_out,39,2025-05-01,REF21920
MOV487600,FC_IL06,SKU000423,transfer_in,14,2025-07-16,REF56456
MOV223408,FC_FL07,SKU001227,receipt,1,2025-06-06,REF67139
MOV107375,FC_IL06,SKU001029,receipt,14,2025-06-14,REF33446
MOV664778,FC_IL06,SKU000803,transfer_in,46,2025-07-26,REF84451
MOV791971,FC_IL06,SKU000621,shipment,28,2025-06-20,REF94699
MOV506399,FC_NJ05,SKU001423,adjustment,12,2025-05-30,REF77321
MOV960412,FC_NJ05,SKU001902,receipt,25,2025-05-21,REF16197
MOV718016,FC_NJ05,SKU000995,transfer_out,17,2025-06-17,REF39363
MOV557234,FC_GA04,SKU001485,transfer_in,33,2025-06-08,REF95762
MOV418767,FC_IL06,SKU000772,transfer_in,12,2025-07-23,REF22182
MOV985734,FC_NJ05,SKU000026,receipt,13,2025-06-08,REF59070
MOV117059,FC_FL07,SKU000977,transfer_in,29,2025-07-16,REF72003
MOV853132,FC_WA02,SKU000631,transfer_out,4,2025-06-05,REF57921
MOV511017,FC_FL07,SKU000017,adjustment,32,2025-06-14,REF41305
MOV663667,FC_IL06,SKU000213,transfer_in,6,2025-07-13,REF56009
MOV580371,FC_NJ05,SKU001737,transfer_in,1,2025-06-03,REF18552
MOV568257,FC_WA02,SKU001781,receipt,17,2025-05-07,REF47277
MOV475449,FC_GA04,SKU001761,transfer_in,39,2025-05-15,REF31987
MOV424982,FC_TX03,SKU001846,transfer_in,26,2025-05-05,REF45205
MOV883819,FC_WA02,SKU001013,shipment,42,2025-07-02,REF87283
MOV221403,FC_IL06,SKU001238,transfer_in,44,2025-06-30,REF17307
MOV698574,FC_NJ05,SKU000038,receipt,22,2025-07-14,REF12820
MOV759297,FC_CA01,SKU000255,adjustment,15,2025-05-30,REF37846
MOV701142,FC_FL07,SKU000952,receipt,4,2025-07-18,REF12943
MOV397314,FC_WA02,SKU001493,receipt,6,2025-05-03,REF17403
MOV381450,FC_FL07,SKU001689,adjustment,30,2025-07-08,REF48037
MOV373093,FC_TX03,SKU000426,transfer_in,17,2025-05-09,REF82652
MOV219098,FC_TX03,SKU001649,adjustment,22,2025-07-14,REF70536
MOV543534,FC_CA01,SKU001662,receipt,46,2025-06-22,REF40174
MOV460130,FC_IL06,SKU000837,transfer_in,15,2025-05-04,REF82654
MOV906409,FC_FL07,SKU000214,adjustment,3,2025-05-20,REF71664
MOV765415,FC_FL07,SKU000429,receipt,35,2025-05-02,REF16394
MOV923312,FC_FL07,SKU000475,receipt,21,2025-06-05,REF51106
MOV637684,FC_CA01,SKU000450,transfer_out,21,2025-06-09,REF76606
MOV812732,FC_NJ05,SKU000059,shipment,2,2025-06-30,REF86856
MOV289402,FC_TX03,SKU001608,receipt,43,2025-05-19,REF39513
MOV993005,FC_IL06,SKU001664,adjustment,9,2025-06-15,REF89102
MOV248771,FC_CA01,SKU001480,transfer_out,21,2025-04-30,REF63138
MOV310132,FC_WA02,SKU000753,adjustment,29,2025-06-20,REF13408
MOV599999,FC_NJ05,SKU001588,transfer_out,16,2025-07-16,REF61615
MOV713433,FC_NJ05,SKU000935,adjustment,45,2025-06-07,REF91844
MOV621616,FC_TX03,SKU001144,receipt,38,2025-05-14,REF88335
MOV133083,FC_GA04,SKU001862,transfer_out,33,2025-07-23,REF17429
MOV493282,FC_TX03,SKU001655,receipt,25,2025-05-25,REF41380
MOV807173,FC_IL06,SKU000240,transfer_out,41,2025-06-30,REF83376
MOV963824,FC_IL06,SKU000787,transfer_out,41,2025-07-02,REF50705
MOV262682,FC_IL06,SKU000226,transfer_in,37,2025-06-18,REF29610
MOV360960,FC_IL06,SKU001043,transfer_in,37,2025-06-25,REF65854
MOV343433,FC_WA02,SKU000577,adjustment,25,2025-06-24,REF26329
MOV523485,FC_WA02,SKU000123,transfer_out,49,2025-07-22,REF41224
MOV904243,FC_NJ05,SKU001976,adjustment,37,2025-06-20,REF76673
MOV993394,FC_TX03,SKU001835,transfer_out,16,2025-07-10,REF76115
MOV769840,FC_FL07,SKU001577,transfer_in,34,2025-06-17,REF67980
MOV119984,FC_WA02,SKU001858,receipt,23,2025-05-29,REF27351
MOV601269,FC_FL07,SKU000064,shipment,9,2025-06-06,REF75892
MOV308821,FC_FL07,SKU001224,adjustment,30,2025-06-11,REF92119
MOV357303,FC_CA01,SKU000303,adjustment,49,2025-07-24,REF53386
MOV377589,FC_CA01,SKU001713,receipt,49,2025-07-18,REF77804
MOV956269,FC_TX03,SKU001099,receipt,18,2025-06-30,REF61034
MOV522814,FC_IL06,SKU001329,shipment,49,2025-07-20,REF84880
MOV199199,FC_WA02,SKU001626,shipment,16,2025-05-26,REF27469
MOV428799,FC_IL06,SKU000375,adjustment,36,2025-07-15,REF53132
MOV423208,FC_FL07,SKU000994,shipment,1,2025-05-12,REF52526
MOV787576,FC_CA01,SKU001595,shipment,26,2025-07-14,REF52057
MOV462346,FC_CA01,SKU001820,receipt,15,2025-07-03,REF88494
MOV714074,FC_TX03,SKU001774,shipment,44,2025-05-13,REF78228
MOV941738,FC_GA04,SKU001380,shipment,32,2025-06-01,REF98465
MOV348492,FC_TX03,SKU000280,receipt,11,2025-05-18,REF98491
MOV685142,FC_IL06,SKU001288,adjustment,27,2025-07-24,REF75035
MOV520626,FC_TX03,SKU000286,transfer_in,35,2025-05-30,REF93222
MOV602357,FC_GA04,SKU000110,shipment,12,2025-06-04,REF82837
MOV249356,FC_FL07,SKU001795,adjustment,37,2025-05-24,REF13724
MOV680941,FC_TX03,SKU000831,receipt,7,2025-05-21,REF44563
MOV201830,FC_TX03,SKU001638,receipt,27,2025-06-02,REF77069
MOV826317,FC_NJ05,SKU000189,adjustment,28,2025-06-01,REF83708
MOV320038,FC_NJ05,SKU000274,shipment,4,2025-06-24,REF35000
MOV509554,FC_CA01,SKU001239,shipment,7,2025-06-07,REF16480
MOV447663,FC_WA02,SKU001844,receipt,41,2025-06-03,REF97038
MOV764080,FC_WA02,SKU000998,shipment,29,2025-05-17,REF67802
MOV862387,FC_CA01,SKU001528,receipt,8,2025-06-17,REF30969
MOV948846,FC_WA02,SKU001262,transfer_out,42,2025-06-23,REF23323
MOV442772,FC_WA02,SKU000313,shipment,5,2025-06-23,REF56773
MOV117300,FC_FL07,SKU001758,adjustment,16,2025-07-21,REF70991
MOV878797,FC_TX03,SKU000791,transfer_out,3,2025-05-08,REF65704
MOV231472,FC_FL07,SKU001019,transfer_out,13,2025-06-12,REF76024
MOV917390,FC_IL06,SKU001835,shipment,47,2025-07-19,REF58779
MOV403458,FC_TX03,SKU000419,transfer_out,23,2025-06-15,REF45379
MOV255000,FC_FL07,SKU001957,receipt,24,2025-06-23,REF15578
MOV489917,FC_FL07,SKU001957,adjustment,17,2025-06-14,REF78761
MOV709127,FC_IL06,SKU001844,shipment,47,2025-06-02,REF95165
MOV641368,FC_WA02,SKU000759,shipment,41,2025-07-26,REF95139
MOV866310,FC_CA01,SKU000215,receipt,46,2025-07-17,REF44633
MOV261715,FC_FL07,SKU001945,shipment,25,2025-07-11,REF90904
MOV989521,FC_CA01,SKU000941,receipt,43,2025-05-31,REF33401
MOV397750,FC_CA01,SKU001878,receipt,47,2025-06-27,REF64138
MOV948033,FC_IL06,SKU001047,transfer_in,12,2025-06-12,REF31160
MOV494153,FC_FL07,SKU000431,transfer_in,35,2025-06-24,REF60235
MOV193498,FC_TX03,SKU000699,adjustment,4,2025-06-26,REF92660
MOV205565,FC_TX03,SKU000153,adjustment,47,2025-07-18,REF33089
MOV303028,FC_FL07,SKU000610,transfer_out,38,2025-07-15,REF81427
MOV114133,FC_CA01,SKU000170,receipt,6,2025-05-31,REF15991
MOV642655,FC_FL07,SKU000944,adjustment,27,2025-07-13,REF98326
MOV838717,FC_TX03,SKU000347,adjustment,43,2025-05-23,REF39221
MOV429663,FC_FL07,SKU001028,transfer_out,22,2025-04-30,REF50927
MOV274421,FC_IL06,SKU001728,receipt,41,2025-06-01,REF78635
MOV901944,FC_TX03,SKU001427,transfer_out,12,2025-07-04,REF56793
MOV831506,FC_FL07,SKU000740,shipment,8,2025-07-11,REF37228
MOV759531,FC_TX03,SKU001004,receipt,48,2025-07-02,REF82472
MOV864582,FC_CA01,SKU000423,shipment,30,2025-06-06,REF76096
MOV301549,FC_NJ05,SKU000345,transfer_out,44,2025-05-31,REF25889
MOV171601,FC_IL06,SKU001611,receipt,49,2025-06-28,REF17586
MOV865761,FC_GA04,SKU000193,shipment,35,2025-05-18,REF95957
MOV471029,FC_WA02,SKU000519,transfer_in,10,2025-07-16,REF83882
MOV305171,FC_WA02,SKU000904,adjustment,27,2025-06-11,REF57484
MOV520967,FC_IL06,SKU001587,shipment,14,2025-05-22,REF77244
MOV680186,FC_NJ05,SKU001142,transfer_in,9,2025-06-01,REF61012
MOV665901,FC_GA04,SKU000776,adjustment,36,2025-06-02,REF41497
MOV812241,FC_NJ05,SKU001731,transfer_in,19,2025-05-07,REF89141
MOV823466,FC_NJ05,SKU001100,receipt,20,2025-05-22,REF55482
MOV471925,FC_NJ05,SKU001627,transfer_in,2,2025-07-01,REF65810
MOV786817,FC_WA02,SKU000652,transfer_in,2,2025-05-28,REF32194
MOV750006,FC_IL06,SKU000032,shipment,49,2025-05-12,REF71968
MOV921754,FC_WA02,SKU001757,transfer_in,29,2025-07-26,REF96201
MOV575631,FC_TX03,SKU000316,transfer_out,16,2025-06-19,REF33454
MOV308157,FC_IL06,SKU000372,adjustment,36,2025-07-27,REF62595
