order_id,customer_id,order_date,order_total,shipping_cost,shipping_method,fulfillment_center,order_status,total_weight,customer_zip
ORD00005975,C001489,2024-12-09,1100.72,0.0,standard_free,FC_IL06,delivered,8.66,76557
ORD00005976,C008044,2024-10-24,260.12,0.0,standard_free,FC_TX03,delivered,1.61,28594
ORD00005977,C005595,2024-01-19,21.79,8.99,standard,FC_IL06,delivered,7.19,27676
ORD00005978,C002390,2023-02-22,25.22,8.99,standard,,delivered,3.62,03273
ORD00005979,C006211,2024-10-28,652.48,0.0,standard_free,FC_TX03,delivered,8.4,80173
ORD00005980,C003263,2022-06-20,182.11,0.0,standard_free,FC_CA01,delivered,3.68,82249
ORD00005981,C008081,2024-05-21,88.02,0.0,standard_free,FC_WA02,delivered,0.31,03964
ORD00005982,C001794,2024-12-21,965.82,0.0,standard_free,FC_GA04,delivered,3.5,28564
ORD00005983,C007943,2024-04-13,301.14,0.0,standard_free,FC_CA01,delivered,5.07,47705
ORD00005984,C006976,2022-10-11,348.96,0.0,standard_free,FC_NJ05,delivered,10.29,79859
ORD00005985,C005802,2024-11-27,462.91,0.0,standard_free,FC_GA04,delivered,4.84,78139
ORD00005986,C007718,2024-12-14,190.86,0.0,standard_free,FC_CA01,delivered,1.06,38170
ORD00005987,C005115,2024-09-17,296.03,0.0,standard_free,FC_CA01,delivered,6.91,43399
ORD00005988,C004119,2024-07-03,1219.17,0.0,standard_free,FC_NJ05,delivered,3.22,34790
ORD00005989,C004923,2023-03-12,482.06,0.0,standard_free,,delivered,5.33,17674
ORD00005990,C000732,2022-12-26,7.94,15.99,expedited,FC_FL07,delivered,3.14,41723
ORD00005991,C000615,2024-09-19,264.07,0.0,standard_free,FC_NJ05,delivered,0.29,51508
ORD00005992,C005154,2024-03-04,314.31,0.0,standard_free,,delivered,7.33,54207
ORD00005993,C005229,2024-10-29,81.55,0.0,standard_free,FC_NJ05,delivered,8.12,62316
ORD00005994,C001539,2022-08-13,756.82,0.0,standard_free,FC_CA01,delivered,7.03,65735
ORD00005995,C002090,2024-10-01,43.16,8.99,standard,FC_GA04,delivered,1.18,50167
ORD00005996,C002989,2022-12-18,954.53,0.0,standard_free,FC_WA02,delivered,11.56,46435
ORD00005997,C003167,2024-02-11,8.34,15.99,expedited,FC_NJ05,delivered,0.59,86554
ORD00005998,C001674,2023-12-16,517.33,0.0,standard_free,,delivered,3.49,50540
ORD00005999,C002209,2024-10-23,100.95,0.0,standard_free,FC_TX03,delivered,1.08,79911
ORD00006000,C004738,2022-03-04,109.54,0.0,standard_free,FC_WA02,delivered,3.5,14544
ORD00006001,C004373,2024-08-11,18.64,15.99,expedited,FC_IL06,delivered,5.47,23510
ORD00006002,C002838,2024-05-22,214.01,0.0,standard_free,FC_FL07,delivered,4.15,61755
ORD00006003,C009322,2023-06-05,551.61,0.0,standard_free,FC_NJ05,delivered,4.38,98640
ORD00006004,C006200,2024-02-28,82.98,0.0,standard_free,FC_NJ05,cancelled,4.04,43413
ORD00006005,C002161,2024-11-18,135.55,0.0,standard_free,FC_WA02,delivered,3.53,33631
ORD00006006,C004632,2024-11-19,74.8,8.99,standard,FC_TX03,delivered,4.17,08486
ORD00006007,C003260,2024-11-14,915.39,0.0,standard_free,FC_TX03,delivered,9.36,85755
ORD00006008,C001136,2024-03-07,407.7,0.0,standard_free,FC_WA02,delivered,2.7,96941
ORD00006009,C002354,2024-05-04,2003.68,0.0,standard_free,FC_FL07,delivered,11.48,61929
ORD00006010,C006576,2023-02-17,469.53,0.0,standard_free,FC_CA01,delivered,11.88,62059
ORD00006011,C007278,2023-09-15,289.58,0.0,standard_free,,delivered,1.22,67924
ORD00006012,C009989,2023-08-28,20.86,0.0,standard_free,FC_CA01,delivered,3.27,58766
ORD00006013,C000775,2024-11-18,575.99,0.0,standard_free,FC_NJ05,delivered,8.58,97242
ORD00006014,C001576,2024-05-13,15.01,8.99,standard,FC_TX03,delivered,4.5,73601
ORD00006015,C005664,2024-04-27,166.4,0.0,standard_free,FC_NJ05,delivered,5.97,17709
ORD00006016,C008254,2024-10-18,776.8,0.0,standard_free,FC_TX03,delivered,8.96,41188
ORD00006017,C003241,2023-07-19,66.77,8.99,standard,FC_NJ05,delivered,3.47,15054
ORD00006018,C006237,2024-12-08,184.73,0.0,standard_free,FC_NJ05,delivered,2.67,95067
ORD00006019,C005937,2024-10-31,672.52,0.0,standard_free,FC_FL07,delivered,16.69,84527
ORD00006020,C006446,2023-04-14,190.9,0.0,standard_free,FC_WA02,delivered,3.58,00823
ORD00006021,C005230,2024-01-08,253.53,0.0,standard_free,FC_NJ05,delivered,5.44,28658
ORD00006022,C004934,2022-04-26,50.87,8.99,standard,,delivered,6.65,90111
ORD00006023,C006124,2024-02-21,318.28,0.0,standard_free,FC_NJ05,delivered,6.66,54374
ORD00006024,C002059,2024-05-13,60.49,8.99,standard,FC_NJ05,delivered,0.84,73804
ORD00006025,C001173,2024-06-17,629.72,0.0,standard_free,FC_IL06,delivered,15.85,37236
ORD00006026,C003657,2024-03-04,127.53,0.0,standard_free,,delivered,0.52,51285
ORD00006027,C002438,2024-10-02,418.98,0.0,standard_free,FC_TX03,delivered,5.85,47094
ORD00006028,C003707,2023-12-19,364.64,0.0,standard_free,FC_WA02,delivered,0.37,30098
ORD00006029,C003228,2023-03-04,670.67,0.0,standard_free,FC_FL07,delivered,9.3,55174
ORD00006030,C001681,2023-12-28,88.93,0.0,standard_free,FC_WA02,delivered,7.76,78998
ORD00006031,C005715,2023-12-25,129.33,0.0,standard_free,FC_CA01,delivered,0.33,43465
ORD00006032,C002209,2024-07-02,877.33,0.0,standard_free,FC_TX03,delivered,21.34,79911
ORD00006033,C000052,2024-02-29,65.14,0.0,standard_free,FC_FL07,delivered,3.77,96062
ORD00006034,C007655,2024-06-24,82.72,0.0,standard_free,FC_CA01,delivered,0.82,70448
ORD00006035,C003502,2024-07-11,151.82,0.0,standard_free,,delivered,15.06,39803
ORD00006036,C000313,2024-06-13,1165.78,0.0,standard_free,FC_WA02,delivered,9.98,17555
ORD00006037,C003955,2024-05-15,10.51,0.0,standard_free,FC_CA01,delivered,1.3,51491
ORD00006038,C003121,2024-10-19,302.58,0.0,standard_free,FC_FL07,delivered,2.58,95942
ORD00006039,C003273,2023-02-10,7.15,8.99,standard,,delivered,1.31,47076
ORD00006040,C000720,2023-01-24,79.42,0.0,standard_free,FC_CA01,delivered,2.17,92736
ORD00006041,C000969,2024-10-30,969.61,0.0,standard_free,FC_WA02,delivered,4.71,77931
ORD00006042,C005818,2023-09-13,423.0,0.0,standard_free,FC_WA02,delivered,7.23,33259
ORD00006043,C003637,2024-04-05,41.68,8.99,standard,FC_CA01,delivered,0.09,11138
ORD00006044,C003617,2024-06-20,1104.75,0.0,standard_free,,delivered,8.67,42448
ORD00006045,C006572,2023-11-28,37.49,8.99,standard,FC_GA04,delivered,1.78,58511
ORD00006046,C006583,2024-11-27,358.43,0.0,standard_free,FC_IL06,delivered,2.42,18642
ORD00006047,C000140,2022-01-20,757.3,0.0,standard_free,,delivered,8.15,57626
ORD00006048,C007480,2023-02-27,33.43,0.0,standard_free,FC_TX03,delivered,2.92,10638
ORD00006049,C003142,2023-10-07,268.86,0.0,standard_free,FC_TX03,delivered,2.93,21075
ORD00006050,C002836,2023-10-19,718.44,0.0,standard_free,,delivered,4.94,70593
ORD00006051,C002813,2023-03-10,41.68,15.99,expedited,FC_CA01,delivered,7.51,07956
ORD00006052,C001516,2023-09-25,93.36,0.0,standard_free,FC_TX03,delivered,0.95,13262
ORD00006053,C002236,2023-02-15,345.82,0.0,standard_free,,delivered,3.33,19206
ORD00006054,C006640,2024-10-19,261.46,0.0,standard_free,FC_IL06,delivered,8.85,84371
ORD00006055,C000566,2024-09-17,1594.6,0.0,standard_free,FC_CA01,delivered,7.87,84821
ORD00006056,C004726,2024-11-01,363.43,0.0,standard_free,FC_CA01,cancelled,12.56,55639
ORD00006057,C009228,2024-04-02,703.24,0.0,standard_free,FC_WA02,delivered,1.11,87973
ORD00006058,C002014,2024-10-18,248.56,0.0,standard_free,FC_CA01,delivered,0.33,89629
ORD00006059,C002946,2024-04-26,654.95,0.0,standard_free,FC_TX03,delivered,9.65,06043
ORD00006060,C007494,2024-02-18,83.92,0.0,standard_free,FC_IL06,delivered,0.7,95397
ORD00006061,C009596,2023-05-23,327.1,0.0,standard_free,FC_FL07,delivered,3.35,24036
ORD00006062,C003096,2024-06-18,28.98,0.0,standard_free,FC_TX03,delivered,3.23,95872
ORD00006063,C003783,2024-03-13,160.11,0.0,standard_free,FC_TX03,delivered,4.87,83527
ORD00006064,C001395,2023-09-11,369.94,0.0,standard_free,FC_NJ05,cancelled,7.78,91546
ORD00006065,C007928,2024-11-23,336.64,0.0,standard_free,FC_WA02,delivered,3.24,36077
ORD00006066,C005234,2023-10-24,12.68,15.99,expedited,FC_TX03,delivered,1.19,79541
ORD00006067,C002959,2024-12-19,370.3,0.0,standard_free,FC_NJ05,delivered,7.33,65648
ORD00006068,C004270,2024-02-29,385.08,0.0,standard_free,FC_CA01,delivered,6.52,22906
ORD00006069,C008486,2024-10-13,490.39,0.0,standard_free,FC_CA01,delivered,8.22,17576
ORD00006070,C007694,2022-02-04,136.3,0.0,standard_free,FC_NJ05,delivered,2.94,24604
ORD00006071,C009514,2024-09-23,180.54,0.0,standard_free,FC_WA02,delivered,4.43,81997
ORD00006072,C004725,2024-12-31,110.53,0.0,standard_free,FC_TX03,pending,0.82,32214
ORD00006073,C009810,2024-04-09,63.8,8.99,standard,FC_CA01,delivered,0.68,91991
ORD00006074,C001024,2024-11-18,78.08,0.0,standard_free,,delivered,5.26,25863
ORD00006075,C002423,2024-05-17,144.15,0.0,standard_free,FC_WA02,cancelled,1.16,17400
ORD00006076,C008098,2024-07-07,32.0,15.99,expedited,FC_NJ05,delivered,6.0,34330
ORD00006077,C003336,2024-10-17,52.46,8.99,standard,FC_TX03,delivered,5.13,94359
ORD00006078,C005070,2024-08-09,93.95,0.0,standard_free,FC_IL06,cancelled,0.19,78905
ORD00006079,C004373,2024-09-21,1298.78,0.0,standard_free,FC_CA01,delivered,14.69,23510
ORD00006080,C009523,2024-08-18,52.77,8.99,standard,FC_IL06,delivered,0.86,33399
ORD00006081,C002883,2024-08-31,164.34,0.0,standard_free,FC_GA04,delivered,13.25,69878
ORD00006082,C008336,2024-06-09,10.76,8.99,standard,FC_WA02,delivered,2.38,97580
ORD00006083,C008370,2024-07-08,52.46,8.99,standard,FC_CA01,delivered,1.34,65430
ORD00006084,C004862,2024-11-14,82.0,0.0,standard_free,,delivered,6.62,88992
ORD00006085,C001276,2024-11-24,593.78,0.0,standard_free,FC_WA02,delivered,5.76,81363
ORD00006086,C009064,2024-11-26,490.7,0.0,standard_free,,delivered,4.44,41734
ORD00006087,C002384,2024-09-14,61.75,8.99,standard,FC_CA01,delivered,1.82,15006
ORD00006088,C007373,2024-07-10,534.39,0.0,standard_free,FC_WA02,delivered,9.68,85728
ORD00006089,C006645,2024-08-06,130.51,0.0,standard_free,FC_IL06,delivered,2.05,22653
ORD00006090,C005356,2024-10-29,710.01,0.0,standard_free,,delivered,8.39,78430
ORD00006091,C003300,2022-08-05,332.78,0.0,standard_free,FC_NJ05,cancelled,0.91,29690
ORD00006092,C002495,2024-06-19,21.15,8.99,standard,FC_CA01,delivered,6.14,58693
ORD00006093,C005222,2023-04-20,685.28,0.0,standard_free,FC_WA02,delivered,10.99,42573
ORD00006094,C002192,2023-04-11,372.38,0.0,standard_free,FC_WA02,delivered,8.24,59340
ORD00006095,C003832,2024-10-24,456.89,0.0,standard_free,FC_FL07,delivered,14.95,09253
ORD00006096,C005230,2024-06-02,906.4,0.0,standard_free,FC_NJ05,delivered,10.15,28658
ORD00006097,C001544,2024-10-21,249.35,0.0,standard_free,FC_CA01,delivered,4.14,90843
ORD00006098,C000652,2022-12-21,420.56,0.0,standard_free,FC_GA04,delivered,10.21,71757
ORD00006099,C000265,2022-12-15,262.0,0.0,standard_free,FC_CA01,delivered,2.44,23522
ORD00011645,C007922,2024-12-12,46.68,8.99,standard,,delivered,2.38,80304
ORD00006101,C004969,2023-11-10,552.68,0.0,standard_free,FC_CA01,delivered,10.49,37737
ORD00006102,C005866,2023-10-20,233.39,0.0,standard_free,FC_IL06,delivered,0.12,56942
ORD00006103,C003183,2024-07-19,153.7,0.0,standard_free,FC_NJ05,delivered,4.8,41696
ORD00006104,C003394,2024-07-28,16.73,8.99,standard,,delivered,0.97,28808
ORD00006105,C003263,2024-09-24,1729.6,0.0,standard_free,FC_IL06,delivered,10.12,82249
ORD00006106,C008246,2023-08-11,768.99,0.0,standard_free,FC_GA04,delivered,3.09,45779
ORD00006107,C000650,2024-09-28,227.22,0.0,standard_free,FC_NJ05,delivered,21.11,49913
ORD00006108,C000448,2024-11-17,200.98,0.0,standard_free,FC_NJ05,cancelled,3.52,68513
ORD00006109,C007745,2024-10-18,87.36,0.0,standard_free,FC_TX03,delivered,1.5,46720
ORD00006110,C006621,2023-07-17,1013.95,0.0,standard_free,FC_GA04,delivered,20.29,81980
ORD00006111,C004679,2022-07-01,927.42,0.0,standard_free,FC_WA02,delivered,8.87,10811
ORD00006112,C003212,2024-11-30,141.04,0.0,standard_free,FC_WA02,delivered,7.98,74067
ORD00006113,C006254,2024-10-07,833.66,0.0,standard_free,FC_NJ05,delivered,9.83,48161
ORD00006114,C004985,2024-11-02,33.46,8.99,standard,FC_NJ05,delivered,4.9,21616
ORD00006115,C007061,2022-06-17,220.9,0.0,standard_free,FC_WA02,delivered,6.42,18064
ORD00006116,C000092,2024-04-12,34.99,8.99,standard,FC_CA01,delivered,3.26,81852
ORD00006117,C003519,2023-05-08,71.34,8.99,standard,FC_WA02,delivered,9.8,26428
ORD00006118,C005656,2024-10-10,16.38,8.99,standard,,delivered,9.43,35953
ORD00006119,C005787,2022-12-01,302.32,0.0,standard_free,,delivered,5.14,87444
ORD00006120,C008256,2023-03-31,116.78,0.0,standard_free,,delivered,3.04,74685
ORD00006121,C003516,2024-06-01,230.39,0.0,standard_free,FC_IL06,delivered,8.76,24135
ORD00006122,C000606,2024-10-02,225.99,0.0,standard_free,,delivered,9.37,62891
ORD00006123,C009824,2023-10-28,407.96,0.0,standard_free,FC_IL06,delivered,8.89,23763
ORD00006124,C003683,2024-05-10,388.83,0.0,standard_free,FC_IL06,delivered,6.94,94724
ORD00006125,C003806,2024-08-20,499.99,0.0,standard_free,FC_GA04,delivered,2.59,23247
ORD00006126,C008409,2023-04-09,57.65,15.99,expedited,FC_CA01,delivered,7.06,19336
ORD00006127,C006003,2023-06-28,729.89,0.0,standard_free,FC_CA01,delivered,14.75,94429
ORD00006128,C001056,2024-09-10,82.08,0.0,standard_free,FC_NJ05,delivered,0.43,62627
ORD00006129,C002896,2024-11-26,1229.59,0.0,standard_free,FC_FL07,delivered,5.13,96789
ORD00006130,C002752,2022-04-29,444.01,0.0,standard_free,FC_CA01,delivered,3.07,24724
ORD00006131,C005908,2023-06-05,28.49,8.99,standard,FC_GA04,delivered,4.5,79786
ORD00006132,C004740,2024-11-02,628.8,0.0,standard_free,FC_WA02,delivered,11.5,31115
ORD00006133,C009788,2022-10-04,255.7,0.0,standard_free,FC_TX03,delivered,7.76,26979
ORD00006134,C001441,2022-06-21,249.18,0.0,standard_free,FC_WA02,delivered,1.85,62201
ORD00006135,C008794,2023-09-17,449.05,0.0,standard_free,FC_CA01,delivered,8.34,65983
ORD00006136,C003417,2023-06-07,10.23,8.99,standard,,delivered,2.48,80959
ORD00006137,C004896,2023-12-06,697.0,0.0,standard_free,FC_FL07,cancelled,4.48,03723
ORD00006138,C000197,2023-07-28,376.32,0.0,standard_free,FC_NJ05,delivered,1.42,38263
ORD00006139,C006415,2023-01-25,484.99,0.0,standard_free,,delivered,4.72,60056
ORD00006140,C007045,2022-01-12,25.09,15.99,expedited,FC_NJ05,cancelled,0.82,84533
ORD00006141,C002696,2024-04-27,19.3,15.99,expedited,FC_TX03,delivered,0.66,30423
ORD00006142,C006808,2024-09-12,138.24,0.0,standard_free,,delivered,0.31,94530
ORD00006143,C004466,2023-10-21,857.71,0.0,standard_free,FC_CA01,delivered,9.35,80056
ORD00006144,C004504,2024-03-26,284.38,0.0,standard_free,FC_NJ05,delivered,4.13,34514
ORD00006145,C000527,2024-02-11,99.83,0.0,standard_free,,delivered,0.24,18931
ORD00006146,C005331,2024-04-06,936.51,0.0,standard_free,FC_WA02,delivered,16.75,53546
ORD00006147,C009572,2022-11-07,57.61,8.99,standard,FC_CA01,delivered,1.97,95231
ORD00006148,C005194,2024-09-08,953.26,0.0,standard_free,FC_NJ05,delivered,4.93,34718
ORD00006149,C000278,2023-10-02,489.4,0.0,standard_free,,delivered,8.01,05378
ORD00006150,C000010,2024-08-15,161.92,0.0,standard_free,FC_NJ05,delivered,15.84,70785
ORD00006151,C008382,2024-04-21,584.69,0.0,standard_free,FC_IL06,delivered,3.5,19836
ORD00006152,C007100,2023-08-31,313.85,0.0,standard_free,FC_TX03,delivered,2.13,12687
ORD00006153,C000257,2023-12-16,1246.41,0.0,standard_free,FC_GA04,delivered,13.54,39281
ORD00006154,C001498,2023-06-11,51.44,8.99,standard,,delivered,0.17,75586
ORD00006155,C007766,2022-07-27,371.78,0.0,standard_free,FC_WA02,delivered,2.52,72079
ORD00006156,C006809,2024-07-27,668.8,0.0,standard_free,,delivered,3.46,40075
ORD00006157,C004707,2024-10-04,175.07,0.0,standard_free,FC_WA02,delivered,3.96,14815
ORD00006158,C009796,2024-11-10,390.18,0.0,standard_free,FC_WA02,delivered,5.5,73801
ORD00006159,C000047,2022-12-29,366.04,0.0,standard_free,FC_TX03,delivered,2.81,43810
ORD00006160,C004939,2024-11-03,559.08,0.0,standard_free,FC_WA02,delivered,6.24,53099
ORD00006161,C000579,2024-12-20,236.67,0.0,standard_free,,delivered,5.91,99372
ORD00006162,C005852,2022-11-19,823.62,0.0,standard_free,,delivered,10.48,27256
ORD00006163,C009017,2024-07-23,159.91,0.0,standard_free,FC_FL07,delivered,1.48,59506
ORD00006164,C007239,2024-09-29,282.15,0.0,standard_free,FC_WA02,delivered,4.06,14837
ORD00006165,C004779,2022-03-15,647.5,0.0,standard_free,FC_NJ05,cancelled,5.96,33894
ORD00006166,C001754,2024-03-20,34.25,8.99,standard,FC_NJ05,delivered,3.36,87171
ORD00006167,C008820,2024-09-29,109.73,0.0,standard_free,FC_CA01,delivered,3.68,19991
ORD00006168,C009228,2024-08-15,1332.87,0.0,standard_free,FC_CA01,delivered,9.24,87973
ORD00006169,C006691,2023-04-28,93.1,0.0,standard_free,FC_NJ05,delivered,1.27,54045
ORD00006170,C008434,2023-10-03,352.39,0.0,standard_free,FC_NJ05,delivered,4.14,59604
ORD00006171,C006636,2022-12-07,282.28,0.0,standard_free,FC_TX03,delivered,5.75,53655
ORD00006172,C001029,2023-04-10,475.33,0.0,standard_free,FC_WA02,delivered,0.58,05736
ORD00006173,C001823,2023-07-31,40.47,8.99,standard,FC_WA02,delivered,4.97,20063
ORD00006174,C000293,2024-09-03,422.35,0.0,standard_free,FC_CA01,delivered,20.61,23372
ORD00006175,C005063,2024-10-12,100.21,0.0,standard_free,FC_WA02,delivered,1.98,11581
ORD00006176,C001866,2024-12-23,180.96,0.0,standard_free,FC_WA02,cancelled,5.43,52787
ORD00006177,C007949,2024-05-14,229.07,0.0,standard_free,FC_NJ05,delivered,3.39,28442
ORD00006178,C001266,2023-09-13,167.05,0.0,standard_free,,delivered,4.82,72782
ORD00006179,C008490,2024-08-23,332.91,0.0,standard_free,FC_NJ05,delivered,4.78,40847
ORD00006180,C005685,2024-06-30,65.74,8.99,standard,FC_TX03,delivered,1.84,24130
ORD00006181,C000052,2024-11-14,1150.04,0.0,standard_free,FC_CA01,delivered,3.72,96062
ORD00006182,C004397,2024-03-07,18.22,8.99,standard,FC_FL07,delivered,3.13,75070
ORD00006183,C003073,2024-05-03,297.07,0.0,standard_free,FC_NJ05,delivered,4.46,51301
ORD00006184,C001715,2024-10-31,56.14,8.99,standard,,delivered,4.36,14568
ORD00006185,C002159,2023-10-08,40.15,8.99,standard,FC_WA02,delivered,1.55,72960
ORD00006186,C004980,2024-12-13,1201.12,0.0,standard_free,FC_NJ05,delivered,21.13,61371
ORD00006187,C008817,2024-06-19,459.25,0.0,standard_free,FC_NJ05,delivered,7.83,46463
ORD00006188,C006128,2024-10-17,45.16,15.99,expedited,FC_TX03,delivered,2.08,88044
ORD00006189,C001228,2023-10-15,167.58,0.0,standard_free,FC_CA01,delivered,4.64,24409
ORD00006190,C009551,2023-12-12,451.86,0.0,standard_free,FC_WA02,delivered,10.04,22840
ORD00006191,C008179,2023-09-29,379.15,0.0,standard_free,FC_IL06,delivered,8.33,08418
ORD00006192,C007034,2024-05-13,385.04,0.0,standard_free,FC_TX03,delivered,3.63,28698
ORD00006193,C000997,2024-07-08,486.84,0.0,standard_free,,delivered,12.51,86806
ORD00006194,C009476,2024-04-26,117.15,0.0,standard_free,,delivered,4.45,30647
ORD00006195,C003772,2024-05-24,275.26,0.0,standard_free,FC_TX03,delivered,2.16,91127
ORD00006196,C009641,2024-10-11,358.6,0.0,standard_free,,delivered,14.13,22766
ORD00006197,C008287,2022-07-12,58.17,0.0,standard_free,FC_TX03,delivered,0.64,40208
ORD00006198,C004704,2024-06-10,1184.03,0.0,standard_free,FC_TX03,delivered,10.84,49409
ORD00006199,C006848,2024-12-04,555.03,0.0,standard_free,FC_TX03,delivered,2.36,65983
ORD00006200,C000680,2024-11-14,80.02,0.0,standard_free,FC_GA04,delivered,0.17,78675
ORD00006201,C009959,2024-09-07,196.22,0.0,standard_free,FC_GA04,delivered,6.6,80402
ORD00006202,C008204,2024-08-04,499.32,0.0,standard_free,FC_IL06,delivered,10.68,08148
ORD00006203,C000710,2024-12-02,46.09,8.99,standard,,delivered,3.8,08801
ORD00006204,C001699,2023-10-06,71.12,0.0,standard_free,FC_TX03,delivered,3.49,04270
ORD00006205,C001548,2022-12-15,251.75,0.0,standard_free,FC_CA01,delivered,13.64,85408
ORD00006206,C002246,2024-09-20,10.77,0.0,standard_free,FC_FL07,delivered,1.76,38921
ORD00006207,C007966,2024-06-06,241.06,0.0,standard_free,FC_CA01,delivered,5.18,88299
ORD00006208,C005514,2024-07-10,58.35,8.99,standard,FC_TX03,delivered,1.39,99875
ORD00006209,C007698,2024-04-29,185.95,0.0,standard_free,FC_TX03,delivered,6.62,64733
ORD00006210,C007206,2024-07-15,22.24,15.99,expedited,FC_TX03,delivered,1.42,52650
ORD00006211,C009038,2024-12-27,84.77,0.0,standard_free,FC_TX03,shipped,0.68,61323
ORD00006212,C007753,2024-06-10,129.59,0.0,standard_free,FC_NJ05,delivered,5.03,24295
ORD00006213,C008992,2024-10-05,59.29,8.99,standard,,delivered,2.9,93663
ORD00006214,C008296,2024-03-28,100.62,0.0,standard_free,FC_NJ05,delivered,6.54,78471
ORD00006215,C003818,2022-01-18,71.47,0.0,standard_free,FC_FL07,delivered,1.23,30764
ORD00006216,C007797,2024-07-08,1523.81,0.0,standard_free,FC_TX03,delivered,9.35,25191
ORD00006217,C007064,2023-10-03,172.72,0.0,standard_free,FC_FL07,delivered,2.54,22848
ORD00006218,C005911,2023-02-16,69.82,8.99,standard,FC_CA01,delivered,6.76,63804
ORD00006219,C003797,2024-12-05,550.87,0.0,standard_free,FC_TX03,delivered,4.18,08349
ORD00006220,C003075,2024-07-19,25.36,8.99,standard,FC_FL07,delivered,2.84,88941
ORD00006221,C007430,2024-08-14,281.44,0.0,standard_free,,cancelled,1.68,91404
ORD00006222,C005889,2023-09-08,209.57,0.0,standard_free,FC_CA01,delivered,7.04,10118
ORD00006223,C005722,2024-03-28,35.75,8.99,standard,FC_TX03,delivered,8.06,66165
ORD00006224,C008686,2024-11-07,4.49,8.99,standard,FC_TX03,delivered,2.16,01957
ORD00006225,C004573,2024-02-02,213.66,0.0,standard_free,FC_NJ05,delivered,5.85,42304
ORD00006226,C000838,2024-11-11,242.51,0.0,standard_free,,delivered,2.77,83887
ORD00006227,C008080,2023-02-13,72.03,8.99,standard,FC_TX03,delivered,5.48,14669
ORD00006228,C004393,2024-11-10,328.17,0.0,standard_free,FC_TX03,delivered,2.43,89003
ORD00006229,C008313,2023-09-03,762.23,0.0,standard_free,FC_WA02,delivered,7.34,77325
ORD00006230,C000873,2023-06-03,431.23,0.0,standard_free,FC_FL07,delivered,10.17,43247
ORD00006231,C004297,2024-08-18,32.43,8.99,standard,FC_WA02,delivered,7.81,87476
ORD00006232,C000126,2023-02-27,45.46,8.99,standard,FC_IL06,cancelled,8.7,80802
ORD00006233,C009927,2024-09-30,18.86,8.99,standard,FC_NJ05,delivered,1.22,94120
ORD00006234,C009641,2023-01-18,44.36,8.99,standard,,delivered,2.97,22766
ORD00006235,C000111,2024-10-18,44.39,8.99,standard,FC_WA02,delivered,0.93,50196
ORD00006236,C005182,2024-06-16,165.69,0.0,standard_free,FC_WA02,delivered,7.83,35963
ORD00006237,C001576,2023-12-06,1717.53,0.0,standard_free,FC_WA02,cancelled,17.42,73601
ORD00006238,C008200,2024-09-17,282.32,0.0,standard_free,FC_TX03,delivered,13.37,46379
ORD00006239,C004311,2024-02-14,96.08,0.0,standard_free,FC_CA01,delivered,4.54,45501
ORD00006240,C004345,2024-11-26,864.33,0.0,standard_free,FC_GA04,delivered,13.13,84277
ORD00006241,C008938,2024-12-16,215.26,0.0,standard_free,FC_CA01,delivered,0.69,41455
ORD00006242,C005391,2022-03-16,403.79,0.0,standard_free,FC_CA01,delivered,1.97,50225
ORD00006243,C003001,2023-09-20,102.3,0.0,standard_free,FC_TX03,delivered,0.38,56259
ORD00006244,C009203,2024-04-14,18.73,8.99,standard,FC_IL06,delivered,5.09,58846
ORD00006245,C007516,2024-08-24,174.08,0.0,standard_free,FC_FL07,delivered,3.42,54985
ORD00006246,C000437,2023-07-06,794.26,0.0,standard_free,FC_TX03,delivered,7.25,29892
ORD00006247,C002383,2022-11-17,11.65,15.99,expedited,,delivered,0.28,01262
ORD00006248,C005896,2023-08-18,58.46,0.0,standard_free,FC_GA04,delivered,3.1,15866
ORD00006249,C003594,2024-07-21,167.05,0.0,standard_free,FC_FL07,delivered,4.82,80038
ORD00006250,C006204,2022-02-15,319.21,0.0,standard_free,FC_IL06,delivered,5.3,47751
ORD00006251,C002438,2024-07-12,153.36,0.0,standard_free,FC_TX03,cancelled,9.09,47094
ORD00006252,C003469,2024-06-18,114.43,0.0,standard_free,FC_TX03,delivered,3.35,91727
ORD00006253,C006935,2024-03-16,33.88,8.99,standard,FC_GA04,delivered,2.9,69130
ORD00006254,C003517,2022-11-12,95.51,0.0,standard_free,,delivered,3.55,51090
ORD00006255,C007952,2024-05-25,65.42,8.99,standard,FC_CA01,delivered,2.81,46657
ORD00006256,C001451,2024-12-07,285.73,0.0,standard_free,FC_TX03,delivered,1.22,59913
ORD00006257,C003056,2024-06-02,159.02,0.0,standard_free,,delivered,6.04,96308
ORD00006258,C005243,2024-12-16,190.2,0.0,standard_free,FC_TX03,delivered,5.98,41586
ORD00006259,C009392,2024-02-11,503.89,0.0,standard_free,FC_IL06,delivered,3.66,13804
ORD00006260,C002232,2024-09-05,54.26,15.99,expedited,FC_GA04,delivered,9.02,11032
ORD00006261,C003099,2024-04-27,55.83,0.0,standard_free,FC_IL06,delivered,0.3,56298
ORD00006262,C001362,2024-12-17,24.92,0.0,standard_free,FC_FL07,cancelled,5.25,94899
ORD00006263,C001942,2024-12-26,76.43,0.0,standard_free,FC_NJ05,delivered,1.99,75809
ORD00006264,C008262,2023-04-20,149.89,0.0,standard_free,FC_TX03,delivered,4.65,87339
